exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chrX:124021367-124021431	+	STAG2	ENST00000371145	0.723	chr9:100060100-100060172	-	ERP44	ENST00000262455	0.01	MATR3
chr2:159430863-159431156	-	BAZ2B	ENST00000392783	0.439	chrX:78012879-78013112	+	ATP7A	ENST00000341514	0.01	MATR3
chr13:39034131-39034196	-	PROSER1	ENST00000352251	0.258	chr11:87305936-87306005	+	TMEM135	ENST00000305494	-0.0	MATR3
chr14:74293154-74293248	-	ABCD4	ENST00000356924	0.228	chr19:12672463-12672549	+	WDR83	ENST00000547797	-0.02	MATR3
chr9:91216059-91216106	-	AUH	ENST00000375731	0.169	chr2:169607104-169607148	+	PPIG	ENST00000260970	0.0	MATR3
chr14:74299548-74299675	-	ABCD4	ENST00000356924	0.378	chr8:38417306-38417416	-	FGFR1	ENST00000447712	-0.01	MATR3
chr14:67301972-67302118	+	PALS1	ENST00000261681	0.277	chr4:70202756-70202917	+	ODAM	ENST00000683306	-0.0	MATR3
chr14:24441674-24441795	-	SDR39U1	ENST00000399395	-0.175	chr5:181239067-181239177	-	RACK1	ENST00000512805	0.0	MATR3
chr21:46636439-46636547	+	PRMT2	ENST00000355680	-0.298	chr11:10807255-10807381	-	EIF4G2	ENST00000339995	0.01	MATR3
chr2:37242635-37242693	+	NDUFAF7	ENST00000002125	-0.372	chr1:51746710-51746757	+	OSBPL9	ENST00000428468	-0.0	MATR3
chr1:197100431-197105185	-	ASPM	ENST00000367409	-0.289	chr18:9254211-9258931	+	ANKRD12	ENST00000262126	-0.02	MATR3
chr1:156381806-156381943	+	RHBG	ENST00000537040	-0.207	chr3:48626218-48626354	-	SLC26A6	ENST00000395550	0.0	MATR3
chr2:73957125-73957240	+	DGUOK	ENST00000264093	0.333	chr16:70324585-70324687	+	DDX19B	ENST00000288071	-0.0	MATR3
chr1:156382068-156382201	+	RHBG	ENST00000537040	0.278	chr6:29944500-29944634	+	HLA-A	ENST00000706898	-0.0	MATR3
chr15:75016593-75016749	+	SCAMP5	ENST00000425597	0.396	chr16:16178798-16178965	-	ABCC6	ENST00000205557	0.01	MATR3
chr15:75353739-75353866	+	NEIL1	ENST00000355059	0.422	chrX:47200894-47201000	+	UBA1	ENST00000335972	-0.01	MATR3
chr1:1645126-1645262	-	CDK11B	ENST00000341832	-0.324	chr7:36284686-36284820	+	EEPD1	ENST00000242108	-0.02	MATR3
chr7:66086744-66086821	+	ASL	ENST00000304874	-0.157	chr19:38816284-38816355	-	ECH1	ENST00000221418	-0.0	MATR3
chr12:53161127-53161191	-	CSAD	ENST00000444623	-0.499	chr9:128714798-128714865	+	PKN3	ENST00000291906	-0.01	MATR3
chr1:160261285-160261358	-	DCAF8	ENST00000368074	0.254	chr18:47149049-47149108	-	HDHD2	ENST00000590481	-0.01	MATR3
chr2:201469953-201470052	+	STRADB	ENST00000194530	-0.2	chr13:110883698-110883793	-	ANKRD10	ENST00000267339	-0.01	MATR3
chr1:228108955-228109021	-	MRPL55	ENST00000336520	-0.333	chrX:47180419-47180506	+	RBM10	ENST00000377604	-0.01	MATR3
chr2:207733947-207734047	+	CCNYL1	ENST00000295414	0.246	chr10:50001996-50002096	+	AGAP6	ENST00000412531	0.01	MATR3
chr1:244841944-244842058	+	COX20	ENST00000411948	-0.317	chr2:171326042-171326148	-	METTL8	ENST00000375258	-0.02	MATR3
chr2:172568741-172568817	+	PDK1	ENST00000282077	0.214	chrX:20132182-20132263	-	EIF1AX	ENST00000379607	-0.02	MATR3
chr7:90354458-90354549	+	GTPBP10	ENST00000222511	0.428	chr2:200958030-200958133	-	ORC2	ENST00000234296	0.01	MATR3
chr2:200860125-200860215	-	CLK1	ENST00000321356	0.338	chr6:99550218-99550309	-	CCNC	ENST00000520429	0.01	MATR3
chr2:200439122-200439328	+	SPATS2L	ENST00000409140	0.164	chr7:37948840-37949048	+	EPDR1	ENST00000199448	0.01	MATR3
chr7:90355086-90355230	+	GTPBP10	ENST00000222511	0.52	chrX:115610803-115610921	+	PLS3	ENST00000289290	-0.0	MATR3
chr2:191402632-191402718	+	MYO1B	ENST00000392318	0.42	chr8:61553031-61553120	-	ASPH	ENST00000379454	-0.0	MATR3
chr2:191400749-191400835	+	MYO1B	ENST00000392318	0.507	chr7:95362362-95362438	-	PON3	ENST00000451904	0.02	MATR3
chr2:190954755-190954818	+	GLS	ENST00000320717	-0.117	chr7:23361534-23361597	-	IGF2BP3	ENST00000258729	0.01	MATR3
chr2:224864-224920	-	SH3YL1	ENST00000356150	0.382	chr15:50619745-50619798	-	TRPM7	ENST00000646667	-0.01	MATR3
chr2:222900674-222900780	+	ACSL3	ENST00000357430	0.346	chr2:117985969-117986069	-	CCDC93	ENST00000376300	-0.01	MATR3
chr12:89459638-89459718	-	POC1B	ENST00000313546	0.348	chr1:161870972-161871061	+	ATF6	ENST00000681492	-0.0	MATR3
chr2:227352514-227352573	+	MFF	ENST00000304593	0.338	chr2:229830756-229830821	-	TRIP12	ENST00000283943	-0.01	MATR3
chr2:227347226-227347384	+	MFF	ENST00000304593	0.282	chr4:42070526-42070691	+	SLC30A9	ENST00000264451	-0.01	MATR3
chr17:42568470-42568559	+	MLX	ENST00000435881	-0.175	chr17:18255183-18255263	-	FLII	ENST00000327031	-0.01	MATR3
chr10:98435272-98435414	-	HPS1	ENST00000361490	-0.207	chr19:34377735-34377881	+	GPI	ENST00000356487	-0.0	MATR3
chr11:19142978-19143123	+	ZDHHC13	ENST00000446113	0.347	chr3:141903620-141903748	+	ATP1B3	ENST00000286371	0.01	MATR3
chr5:37057186-37057332	+	NIPBL	ENST00000282516	0.152	chr2:135916226-135916372	-	DARS1	ENST00000264161	0.0	MATR3
chr5:146251711-146251875	+	RBM27	ENST00000265271	0.349	chr9:120778351-120778545	-	FBXW2	ENST00000608872	0.01	MATR3
chr11:103082748-103082839	-	DCUN1D5	ENST00000260247	0.173	chr6:127326496-127326574	-	ECHDC1	ENST00000436638	0.0	MATR3
chr5:176355571-176355749	-	KIAA1191	ENST00000298569	-0.562	chr19:45838461-45838615	-	SYMPK	ENST00000245934	-0.0	MATR3
chr17:35670857-35670898	+	AP2B1	ENST00000610402	0.194	chr9:33973183-33973237	-	UBAP2	ENST00000379238	0.02	MATR3
chr17:39745913-39746000	+	GRB7	ENST00000309156	-0.197	chr11:65863410-65863502	+	MUS81	ENST00000308110	-0.01	MATR3
chr9:126808793-126808915	+	ZBTB43	ENST00000373464	-0.446	chr18:21560859-21560990	-	ESCO1	ENST00000269214	0.02	MATR3
chr17:3723288-3723383	-	ITGAE	ENST00000263087	-0.189	chr20:46123126-46123219	+	CD40	ENST00000372285	0.01	MATR3
chr5:140496520-140497278	+	ANKHD1	ENST00000360839	-0.274	chr2:62948260-62949162	+	EHBP1	ENST00000431489	0.0	MATR3
chr5:176359481-176359567	-	KIAA1191	ENST00000298569	-0.155	chr1:150346408-150346491	+	PRPF3	ENST00000324862	-0.01	MATR3
chr17:8289503-8289588	+	RANGRF	ENST00000226105	-0.294	chr17:42120030-42120119	-	ENSG00000267261	ENST00000592574	-0.01	MATR3
chr11:18317751-18317907	-	HPS5	ENST00000349215	0.399	chr9:4826858-4827033	+	RCL1	ENST00000381750	-0.01	MATR3
chr17:7393601-7393836	-	PLSCR3	ENST00000619711	-0.323	chr17:17817256-17817457	-	SREBF1	ENST00000261646	0.02	MATR3
chr11:134248809-134248959	-	THYN1	ENST00000341541	-0.234	chr17:7574522-7574678	+	EIF4A1	ENST00000582169	-0.0	MATR3
chr6:10755142-10755232	+	TMEM14B	ENST00000379542	0.359	chr17:75208527-75208620	+	NUP85	ENST00000245544	-0.0	MATR3
chr5:102974116-102974436	+	PAM	ENST00000438793	0.222	chr4:107631631-107631860	-	PAPSS1	ENST00000265174	-0.0	MATR3
chr11:118339775-118339906	-	CD3D	ENST00000300692	0.363	chr2:27035594-27035728	+	TMEM214	ENST00000238788	-0.0	MATR3
chr17:44374354-44374470	-	ITGA2B	ENST00000262407	-0.421	chr19:49994814-49994919	-	VRK3	ENST00000316763	-0.02	MATR3
chr4:99210415-99210502	-	ADH6	ENST00000394899	0.428	chr11:108271064-108271146	+	ATM	ENST00000675843	0.02	MATR3
chr18:13730627-13730755	+	RNMT	ENST00000383314	0.239	chr10:112416888-112417022	+	ACSL5	ENST00000354655	0.0	MATR3
chr4:99207446-99207581	-	ADH6	ENST00000394899	0.117	chr6:154822276-154822409	+	SCAF8	ENST00000367178	0.0	MATR3
chr17:50378595-50378681	+	EME1	ENST00000338165	-0.269	chr6:32157637-32157720	+	PPT2	ENST00000324816	0.01	MATR3
chr5:61098992-61099032	+	NDUFAF2	ENST00000296597	-0.236	chr11:87091362-87091395	+	TMEM135	ENST00000305494	0.02	MATR3
chr17:43216449-43216589	+	TMEM106A	ENST00000612339	-0.187	chr3:49114174-49114284	-	USP19	ENST00000417901	-0.0	MATR3
chr17:43545558-43545668	-	ETV4	ENST00000319349	-0.177	chr19:2431783-2431902	-	LMNB2	ENST00000325327	-0.01	MATR3
chr16:88514387-88514520	+	ZFPM1	ENST00000319555	-0.22	chr16:87851724-87851849	-	SLC7A5	ENST00000261622	0.0	MATR3
chr5:111501962-111502088	-	STARD4	ENST00000296632	0.161	chr8:39076147-39076275	+	ADAM9	ENST00000676765	0.01	MATR3
chr5:43307766-43307824	-	HMGCS1	ENST00000325110	-0.135	chr15:42466053-42466114	-	ZNF106	ENST00000564754	-0.01	MATR3
chr5:69202919-69202970	+	CENPH	ENST00000283006	-0.189	chr16:84733448-84733503	+	USP10	ENST00000562283	-0.01	MATR3
chr17:5428071-5428211	+	RPAIN	ENST00000381209	-0.273	chr1:27843186-27843330	+	PPP1R8	ENST00000311772	-0.01	MATR3
chr3:121719646-121719768	-	GOLGB1	ENST00000614479	0.456	chr3:25737334-25737455	-	NGLY1	ENST00000280700	-0.0	MATR3
chr5:154950821-154950938	+	MRPL22	ENST00000523037	0.132	chr14:69386963-69387083	-	ERH	ENST00000557016	-0.0	MATR3
chr10:99388152-99388301	+	CNNM1	ENST00000356713	-0.277	chr19:42359098-42359242	+	MEGF8	ENST00000251268	-0.02	MATR3
chr16:2895220-2895320	+	FLYWCH2	ENST00000396958	-0.155	chr17:78857522-78857646	-	TIMP2	ENST00000262768	-0.0	MATR3
chr8:106737520-106737600	+	OXR1	ENST00000517566	0.31	chr5:77693266-77693352	-	TBCA	ENST00000380377	-0.0	MATR3
chr1:46688353-46688544	-	EFCAB14	ENST00000371933	0.475	chr9:19119650-19119831	-	PLIN2	ENST00000276914	-0.0	MATR3
chr2:101863821-101864051	+	MAP4K4	ENST00000324219	0.175	chr7:107932174-107932377	-	LAMB1	ENST00000222399	-0.01	MATR3
chr2:101868029-101868037	+	MAP4K4	ENST00000324219	0.38	chr7:122414068-122414076	-	CADPS2	ENST00000449022	0.02	MATR3
chr14:74797580-74799697	+	YLPM1	ENST00000325680	-0.262	chr6:149683079-149684592	-	LATS1	ENST00000543571	0.01	MATR3
chr14:50756492-50758630	-	NIN	ENST00000530997	-0.485	chr1:169540294-169543114	-	F5	ENST00000367797	0.01	MATR3
chr14:39320928-39321056	+	MIA2	ENST00000640607	0.287	chr6:131740224-131740380	+	ENPP3	ENST00000357639	0.0	MATR3
chr11:10801661-10801774	-	EIF4G2	ENST00000339995	0.108	chr11:111754980-111755094	-	PPP2R1B	ENST00000527614	0.01	MATR3
chr19:4358083-4358172	+	MPND	ENST00000599840	0.233	chr20:62964228-62964315	+	SLC17A9	ENST00000370351	-0.01	MATR3
chr3:197858834-197858905	+	LRCH3	ENST00000425562	0.4	chr11:18506857-18506923	-	TSG101	ENST00000251968	0.0	MATR3
chr11:102209517-102209564	+	YAP1	ENST00000282441	0.222	chr13:99318022-99318069	+	UBAC2	ENST00000403766	-0.01	MATR3
chr3:33408690-33408797	-	UBP1	ENST00000283629	0.172	chr5:168506722-168506831	+	RARS1	ENST00000231572	-0.0	MATR3
chr7:24849069-24849176	-	OSBPL3	ENST00000313367	0.33	chr20:34417117-34417239	+	ITCH	ENST00000665346	-0.01	MATR3
chr2:158577271-158577383	+	PKP4	ENST00000389759	0.198	chr18:6171828-6171942	-	L3MBTL4	ENST00000317931	0.02	MATR3
chr14:104715284-104715340	+	INF2	ENST00000392634	0.3	chr1:19344358-19344434	-	CAPZB	ENST00000264202	-0.0	MATR3
chr14:21022864-21022905	-	NDRG2	ENST00000556147	0.213	chr14:70733757-70733798	-	MAP3K9	ENST00000553414	-0.0	MATR3
chr17:62524236-62524331	+	TLK2	ENST00000346027	0.32	chr20:41201286-41201384	-	ZHX3	ENST00000421422	-0.01	MATR3
chr9:128592983-128593042	+	SPTAN1	ENST00000372739	0.466	chr9:35677790-35677856	+	CA9	ENST00000378357	0.0	MATR3
chr6:70791689-70791769	+	SMAP1	ENST00000370455	0.293	chr20:8141871-8141948	+	PLCB1	ENST00000630495	0.0	MATR3
chr14:30628209-30628279	+	SCFD1	ENST00000458591	0.219	chr6:87506382-87506448	+	SLC35A1	ENST00000369552	-0.01	MATR3
chr14:30918966-30919106	-	STRN3	ENST00000357479	0.169	chr18:42057883-42058051	+	PIK3C3	ENST00000262039	-0.01	MATR3
chr14:30929201-30929311	-	STRN3	ENST00000357479	0.323	chr1:84202683-84202805	+	PRKACB	ENST00000370685	-0.02	MATR3
chr1:151440928-151441086	-	POGZ	ENST00000271715	-0.406	chr4:102722871-102723041	-	MANBA	ENST00000647097	0.01	MATR3
chr5:75399310-75399387	-	CERT1	ENST00000643780	0.477	chrX:132055456-132055521	+	STK26	ENST00000481105	-0.02	MATR3
chr6:90544552-90544632	-	MAP3K7	ENST00000369329	-0.381	chr12:15681226-15681302	-	EPS8	ENST00000281172	-0.0	MATR3
chr5:79985571-79985659	-	MTX3	ENST00000512528	0.327	chr12:96282509-96282599	-	CDK17	ENST00000261211	-0.02	MATR3
chr1:151310211-151310255	-	PI4KB	ENST00000368873	0.207	chr16:87398815-87398870	+	MAP1LC3B	ENST00000268607	-0.01	MATR3
chr17:78205946-78206050	+	AFMID	ENST00000409257	-0.159	chr1:11746127-11746223	+	AGTRAP	ENST00000452018	-0.02	MATR3
chr2:27092332-27092448	+	KHK	ENST00000260598	-0.189	chr17:82478800-82478918	+	NARF	ENST00000309794	-0.0	MATR3
chr1:184072157-184072298	+	TSEN15	ENST00000645668	0.332	chr1:88804391-88804534	+	PKN2	ENST00000370521	-0.01	MATR3
chr3:78647629-78647655	-	ROBO1	ENST00000464233	0.29	chr8:63173651-63173681	+	YTHDF3	ENST00000623280	0.01	MATR3
chr11:64231871-64231964	+	DNAJC4	ENST00000628077	-0.234	chr21:43774658-43774759	-	CSTB	ENST00000291568	-0.0	MATR3
chr11:64232704-64232865	+	DNAJC4	ENST00000628077	-0.187	chr7:100631806-100631945	-	TFR2	ENST00000223051	-0.01	MATR3
chr18:79919184-79919400	-	SLC66A2	ENST00000397778	-0.169	chr11:75477619-75477795	-	GDPD5	ENST00000336898	0.01	MATR3
chr10:103071774-103071839	+	CNNM2	ENST00000369878	0.306	chr22:20810967-20811032	-	PI4KA	ENST00000255882	-0.02	MATR3
chr4:82862534-82862572	-	SEC31A	ENST00000395310	0.151	chr2:237096822-237096869	+	COPS8	ENST00000354371	-0.0	MATR3
chr1:155965631-155965760	-	ARHGEF2	ENST00000361247	-0.255	chr17:50656702-50656827	+	ABCC3	ENST00000285238	0.02	MATR3
chr22:30889490-30889636	+	OSBP2	ENST00000332585	-0.232	chr19:44991238-44991373	+	CLPTM1	ENST00000337392	-0.01	MATR3
chrX:45060609-45060764	+	KDM6A	ENST00000611820	0.384	chr6:87519583-87519707	-	RARS2	ENST00000369536	-0.01	MATR3
chrX:45060022-45060156	+	KDM6A	ENST00000611820	0.276	chr10:68338503-68338642	+	HNRNPH3	ENST00000354695	0.02	MATR3
chr6:36894504-36894603	+	C6orf89	ENST00000480824	0.283	chr12:64728956-64729057	-	GNS	ENST00000258145	0.0	MATR3
chr1:51756320-51756358	+	OSBPL9	ENST00000428468	-0.282	chr7:94588689-94588732	-	SGCE	ENST00000648936	0.02	MATR3
chr4:82861631-82861708	-	SEC31A	ENST00000395310	0.218	chr20:35713019-35713096	-	RBM39	ENST00000253363	0.0	MATR3
chr3:107789787-107789876	+	BBX	ENST00000325805	0.518	chr14:21373338-21373430	-	SUPT16H	ENST00000216297	-0.0	MATR3
chr22:44735027-44735162	+	PRR5	ENST00000336985	-0.331	chr8:143332487-143332601	-	TOP1MT	ENST00000519591	-0.01	MATR3
chr11:120409394-120409450	+	ARHGEF12	ENST00000397843	0.404	chr6:75623900-75623960	+	SENP6	ENST00000447266	-0.02	MATR3
chr5:163467701-163467748	+	HMMR	ENST00000393915	0.354	chr15:76941637-76941690	+	RCN2	ENST00000320963	-0.0	MATR3
chr11:64225786-64225869	-	TRPT1	ENST00000317459	-0.252	chr19:33387655-33387744	-	PEPD	ENST00000651901	0.01	MATR3
chr15:34435383-34435471	-	GOLGA8A	ENST00000359187	-0.238	chr22:31497248-31497348	+	SFI1	ENST00000444859	-0.02	MATR3
chr12:57720099-57720263	+	OS9	ENST00000315970	0.16	chr1:37997963-37998132	-	FHL3	ENST00000373016	-0.0	MATR3
chr1:23971573-23971626	-	SRSF10	ENST00000492112	-0.206	chr12:71894325-71894375	+	TBC1D15	ENST00000550746	-0.02	MATR3
chr4:1803692-1803836	+	FGFR3	ENST00000440486	-0.224	chr5:177459603-177459740	-	DBN1	ENST00000393565	-0.0	MATR3
chr15:57252421-57252492	+	TCF12	ENST00000333725	0.194	chr6:70859329-70859416	+	SMAP1	ENST00000370452	0.01	MATR3
chr7:73596639-73596789	-	MLXIPL	ENST00000313375	-0.194	chr11:57741809-57741954	+	SELENOH	ENST00000534355	-0.01	MATR3
chr6:138926401-138926481	-	REPS1	ENST00000450536	0.237	chr14:30643316-30643405	+	SCFD1	ENST00000458591	0.0	MATR3
chr10:73439872-73439901	-	PPP3CB	ENST00000360663	0.302	chr18:74256830-74256853	-	CYB5A	ENST00000494131	0.0	MATR3
chr2:135641536-135641790	+	R3HDM1	ENST00000683871	0.688	chr1:64807206-64807474	+	RAVER2	ENST00000294428	0.02	MATR3
chr2:55303069-55303152	-	CCDC88A	ENST00000436346	0.264	chr6:87656903-87656982	+	ORC3	ENST00000257789	-0.01	MATR3
chr7:94629719-94629841	-	SGCE	ENST00000648936	0.196	chr4:106262098-106262212	-	TBCK	ENST00000394708	0.02	MATR3
chrX:41557032-41557100	-	CASK	ENST00000378163	0.411	chr3:121699812-121699885	-	GOLGB1	ENST00000614479	0.02	MATR3
chrX:41555600-41555635	-	CASK	ENST00000378163	-0.421	chr6:128003197-128003232	-	PTPRK	ENST00000532331	0.0	MATR3
chr3:58141858-58141929	+	FLNB	ENST00000295956	0.23	chr16:3658793-3658865	-	TRAP1	ENST00000246957	-0.0	MATR3
chr1:9737498-9737554	-	CLSTN1	ENST00000377298	0.2	chr20:51610101-51610165	-	ATP9A	ENST00000338821	-0.01	MATR3
chr1:96806419-96806452	+	PTBP2	ENST00000674951	0.651	chr2:189665422-189665451	+	ASDURF	ENST00000607690	-0.01	MATR3
chr5:66072169-66072291	+	ERBIN	ENST00000284037	0.375	chr5:122795266-122795383	+	SNX2	ENST00000379516	-0.0	MATR3
chr1:88988252-88988351	-	KYAT3	ENST00000260508	0.308	chr6:37291243-37291357	+	TBC1D22B	ENST00000373491	0.02	MATR3
chr13:37010552-37010655	-	SUPT20H	ENST00000350612	0.442	chr4:73419507-73419639	+	ALB	ENST00000295897	-0.0	MATR3
chr11:63908260-63908304	+	MARK2	ENST00000402010	0.236	chr10:133351381-133351433	+	ZNF511-PRAP1	ENST00000368554	0.01	MATR3
chr17:75960215-75960375	-	ACOX1	ENST00000293217	0.263	chr3:33072544-33072713	-	GLB1	ENST00000307363	-0.0	MATR3
chr12:39318073-39318201	-	KIF21A	ENST00000361418	0.316	chr8:76986187-76986296	-	PEX2	ENST00000357039	-0.01	MATR3
chr12:39315932-39315970	-	KIF21A	ENST00000361418	0.193	chr6:47580864-47580900	+	CD2AP	ENST00000359314	-0.01	MATR3
chr12:42384940-42384996	+	PPHLN1	ENST00000358314	0.239	chr18:192842-192900	+	USP14	ENST00000261601	0.0	MATR3
chr6:75898373-75898411	+	MYO6	ENST00000369977	-0.441	chr6:154778001-154778045	+	SCAF8	ENST00000367178	-0.02	MATR3
chr11:8729950-8731209	-	DENND2B	ENST00000313726	-0.369	chr1:46285362-46286499	-	LRRC41	ENST00000617190	-0.0	MATR3
chr4:82371528-82371584	-	HNRNPD	ENST00000313899	0.186	chr3:43618020-43618086	-	ANO10	ENST00000456438	0.01	MATR3
chr9:96509673-96509789	-	CDC14B	ENST00000375241	0.481	chr20:3304440-3304543	-	DNAAF9	ENST00000252032	-0.01	MATR3
chr20:49165997-49166285	-	STAU1	ENST00000371856	0.315	chr11:126240792-126241044	+	FAM118B	ENST00000533050	-0.02	MATR3
chr20:36209488-36209898	+	EPB41L1	ENST00000338074	0.362	chr2:65069399-65069801	+	CEP68	ENST00000377990	-0.01	MATR3
chr8:67091803-67091883	+	CSPP1	ENST00000678616	0.51	chrX:55727307-55727390	+	RRAGB	ENST00000262850	-0.01	MATR3
chr4:185635355-185635411	-	SORBS2	ENST00000695409	0.267	chr11:17992931-17992993	-	SERGEF	ENST00000265965	0.01	MATR3
chr14:35700162-35700302	-	RALGAPA1	ENST00000680220	0.357	chr4:98379017-98379163	+	RAP1GDS1	ENST00000408927	0.01	MATR3
chr4:185651784-185651828	-	SORBS2	ENST00000695409	0.287	chr17:5485151-5485216	-	DERL2	ENST00000158771	0.01	MATR3
chrX:130350646-130350731	+	SLC25A14	ENST00000545805	0.313	chr2:42317427-42317524	+	EML4	ENST00000318522	-0.0	MATR3
