exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr10:95414494-95414862	-	SORBS1	ENST00000371247	-0.516	chr5:146059866-146060224	+	SH3RF2	ENST00000359120	0.01	RBFOX2
chr1:150842424-150842468	-	ARNT	ENST00000358595	-0.189	chr9:123128214-123128258	-	STRBP	ENST00000348403	-0.01	RBFOX2
chr1:162592732-162592782	+	UAP1	ENST00000367925	-0.337	chr1:21687191-21687239	-	USP48	ENST00000308271	0.0	RBFOX2
chr18:58710921-58710953	+	MALT1	ENST00000649217	-0.635	chr4:169005885-169005914	-	CBR4	ENST00000504561	-0.01	RBFOX2
chr3:65448022-65448057	-	MAGI1	ENST00000402939	-0.241	chr1:74714579-74714630	-	CRYZ	ENST00000340866	-0.0	RBFOX2
chr19:42511576-42511628	-	CEACAM1	ENST00000161559	0.17	chr2:219174146-219174207	-	CNPPD1	ENST00000360507	-0.01	RBFOX2
chr4:15979395-15979463	-	PROM1	ENST00000447510	-0.739	chr15:66349060-66349123	-	TIPIN	ENST00000261881	0.01	RBFOX2
chr17:29085604-29085648	-	MYO18A	ENST00000527372	-0.593	chr6:158625703-158625754	+	TMEM181	ENST00000684151	0.01	RBFOX2
chr11:3685973-3686194	-	NUP98	ENST00000324932	0.301	chr3:56732238-56732424	-	ARHGEF3	ENST00000296315	0.02	RBFOX2
chr4:40935077-40935139	-	APBB2	ENST00000508593	-0.435	chr5:171400153-171400210	+	NPM1	ENST00000296930	-0.0	RBFOX2
chr22:29970976-29971062	+	MTMR3	ENST00000401950	-0.404	chr3:65453258-65453340	-	MAGI1	ENST00000402939	-0.02	RBFOX2
chr1:973186-973326	+	PLEKHN1	ENST00000379410	-0.327	chr16:520122-520277	+	RAB11FIP3	ENST00000262305	-0.01	RBFOX2
chr1:51756320-51756358	+	OSBPL9	ENST00000428468	-0.235	chr3:112553280-112553329	-	ATG3	ENST00000283290	0.02	RBFOX2
chr1:2389925-2389996	-	MORN1	ENST00000378531	-0.395	chr22:41518481-41518572	+	ACO2	ENST00000216254	-0.01	RBFOX2
chr8:73030336-73030395	+	TERF1	ENST00000276603	0.238	chr6:138917555-138917624	-	REPS1	ENST00000258062	0.02	RBFOX2
chrX:119625335-119625379	-	SEPTIN6	ENST00000394610	0.515	chr21:36053583-36053620	-	SETD4	ENST00000332131	0.01	RBFOX2
chr9:125915686-125915927	+	PBX3	ENST00000373489	0.491	chr2:200378141-200378371	+	SPATS2L	ENST00000423749	-0.0	RBFOX2
chr20:36209488-36209898	+	EPB41L1	ENST00000338074	-0.331	chr19:5245776-5246045	-	PTPRS	ENST00000262963	0.01	RBFOX2
chr4:185684754-185684846	-	SORBS2	ENST00000695409	0.562	chr14:37817578-37817651	+	TTC6	ENST00000553443	0.02	RBFOX2
chr14:35548508-35548538	-	RALGAPA1	ENST00000680220	-0.286	chr6:131685876-131685907	+	ENPP3	ENST00000357639	0.01	RBFOX2
chr1:29060422-29060484	+	EPB41	ENST00000343067	-0.588	chr15:42272063-42272123	-	TMEM87A	ENST00000389834	-0.02	RBFOX2
chr21:25997360-25997416	-	APP	ENST00000346798	-0.225	chr3:122387464-122387515	+	FAM162A	ENST00000692876	0.0	RBFOX2
chr11:77179735-77179953	+	MYO7A	ENST00000409709	-0.519	chr1:31424683-31424873	+	SERINC2	ENST00000373709	-0.0	RBFOX2
chr16:15086365-15086454	-	RRN3	ENST00000198767	0.206	chr2:169805474-169805577	+	SSB	ENST00000260956	-0.0	RBFOX2
chr3:37091467-37091538	-	LRRFIP2	ENST00000336686	-0.522	chr6:135050582-135050647	-	HBS1L	ENST00000367837	-0.01	RBFOX2
chr4:109481677-109481781	+	SEC24B	ENST00000265175	-0.275	chr4:113537341-113537443	-	CAMK2D	ENST00000511664	0.02	RBFOX2
chr7:158752781-158752843	-	ESYT2	ENST00000275418	0.339	chr14:54436369-54436437	-	CNIH1	ENST00000216416	-0.0	RBFOX2
chr5:141588224-141588250	-	DIAPH1	ENST00000389054	-0.82	chr15:36644278-36644323	+	CDIN1	ENST00000566621	-0.0	RBFOX2
chrX:23734341-23734367	-	ACOT9	ENST00000379303	-0.208	chr6:28907236-28907262	-	TRIM27	ENST00000377199	-0.01	RBFOX2
chr8:142274781-142274863	-	TSNARE1	ENST00000524325	-0.345	chr7:2002065-2002121	-	MAD1L1	ENST00000265854	0.0	RBFOX2
chr6:17789872-17789910	-	KIF13A	ENST00000259711	-0.386	chr15:64123503-64123546	+	SNX1	ENST00000559844	-0.01	RBFOX2
chr10:26755655-26755741	-	ABI1	ENST00000376140	-0.535	chr5:36211844-36211922	-	NADK2	ENST00000381937	-0.02	RBFOX2
chr19:17210333-17210380	+	MYO9B	ENST00000682292	-0.609	chr2:241500740-241500796	-	STK25	ENST00000316586	0.0	RBFOX2
chr10:27061144-27061242	-	ANKRD26	ENST00000376087	-0.698	chr10:91855029-91855126	+	TNKS2	ENST00000371627	0.0	RBFOX2
chr11:12675409-12675561	+	TEAD1	ENST00000527636	-0.423	chr5:139562244-139562407	+	UBE2D2	ENST00000505007	0.01	RBFOX2
chr3:12902773-12902822	-	IQSEC1	ENST00000613206	-0.289	chr1:16150896-16150963	-	EPHA2	ENST00000358432	-0.02	RBFOX2
chr2:240573775-240573891	+	RNPEPL1	ENST00000270357	0.556	chr1:1303162-1303281	-	ACAP3	ENST00000354700	0.02	RBFOX2
chr2:200308887-200309090	+	SPATS2L	ENST00000451764	0.148	chr5:62308309-62308511	+	KIF2A	ENST00000381103	-0.01	RBFOX2
chr14:102208603-102209862	+	WDR20	ENST00000335263	-0.429	chr4:184447677-184449050	-	IRF2	ENST00000504340	0.0	RBFOX2
chr6:63532337-63532530	+	PTP4A1	ENST00000648894	-0.444	chr12:15916117-15916316	+	DERA	ENST00000524480	-0.01	RBFOX2
chr11:85978070-85978093	-	PICALM	ENST00000532317	-0.416	chr13:25319326-25319350	+	NUP58	ENST00000381736	0.01	RBFOX2
chr5:74637565-74637701	-	ENC1	ENST00000618628	-0.417	chr1:202774613-202774735	-	KDM5B	ENST00000367265	0.02	RBFOX2
chr7:22946952-22947247	-	HYCC1	ENST00000409923	-0.557	chr1:227112671-227112913	-	CDC42BPA	ENST00000366766	0.01	RBFOX2
chr3:51971812-51971892	-	ABHD14B	ENST00000525795	-0.533	chr19:36145806-36145874	+	CAPNS1	ENST00000246533	-0.0	RBFOX2
chr22:36253838-36253991	+	APOL1	ENST00000319136	0.289	chr14:94590749-94590896	+	SERPINA5	ENST00000329597	0.0	RBFOX2
chr4:143457680-143457769	+	GAB1	ENST00000262995	-0.262	chr6:75267641-75267748	-	TMEM30A	ENST00000230461	-0.01	RBFOX2
chr3:142054115-142054149	-	TFDP2	ENST00000467072	0.285	chr6:156871614-156871652	+	ARID1B	ENST00000346085	0.01	RBFOX2
chr20:1455714-1455719	-	NSFL1C	ENST00000476071	-0.148	chr12:6965911-6965916	-	PHB2	ENST00000535923	0.0	RBFOX2
chr10:122428276-122428316	+	PLEKHA1	ENST00000368989	-0.22	chr9:83975462-83975505	-	HNRNPK	ENST00000376263	-0.0	RBFOX2
chr6:130876674-130876775	-	EPB41L2	ENST00000706365	0.712	chr3:130969292-130969396	+	ATP2C1	ENST00000510168	0.01	RBFOX2
chr6:142440908-142440953	+	ADGRG6	ENST00000296932	-0.577	chr2:135914469-135914511	-	DARS1	ENST00000264161	0.0	RBFOX2
chr4:185684754-185684842	-	SORBS2	ENST00000449407	0.584	chr20:13580897-13580981	-	TASP1	ENST00000337743	-0.02	RBFOX2
chr17:8463320-8463354	+	NDEL1	ENST00000402554	-0.27	chr3:58420536-58420568	+	PXK	ENST00000463280	0.01	RBFOX2
chr17:50975863-50975901	-	SPAG9	ENST00000510283	-0.169	chr2:171059924-171059986	-	TLK1	ENST00000360843	0.0	RBFOX2
chr1:225504991-225505053	-	ENAH	ENST00000366844	-0.466	chr6:112084189-112084246	-	TUBE1	ENST00000368662	0.02	RBFOX2
chr11:13355226-13355296	+	BMAL1	ENST00000401424	0.365	chr1:154172029-154172104	-	TPM3	ENST00000611659	-0.0	RBFOX2
chr10:95414494-95414655	-	SORBS1	ENST00000371245	-0.521	chr8:11802759-11802931	+	FDFT1	ENST00000615631	0.01	RBFOX2
chr17:17180607-17180669	+	MPRIP	ENST00000341712	-0.553	chr8:22636525-22636586	-	BIN3	ENST00000276416	-0.02	RBFOX2
chr2:216520714-216520774	+	RPL37A	ENST00000598925	-0.251	chr1:214305187-214305250	+	SMYD2	ENST00000366957	0.0	RBFOX2
chr10:119105311-119105495	+	DENND10	ENST00000648560	0.359	chr2:215375214-215375393	-	FN1	ENST00000354785	-0.0	RBFOX2
chr3:129857250-129857405	-	TMCC1	ENST00000648771	0.434	chr3:32566613-32566735	-	DYNC1LI1	ENST00000424991	-0.01	RBFOX2
chr13:51958311-51958400	-	ATP7B	ENST00000634844	-0.256	chr1:160307163-160307245	-	COPA	ENST00000241704	-0.0	RBFOX2
chr8:17983233-17983289	+	PCM1	ENST00000522275	0.253	chr7:74714857-74714916	+	GTF2I	ENST00000573035	0.01	RBFOX2
chr19:18122107-18122127	+	MAST3	ENST00000697700	0.351	chr12:56158684-56158711	+	MYL6	ENST00000550697	-0.0	RBFOX2
chr4:182915881-182915888	-	DCTD	ENST00000512766	0.237	chr12:56642673-56642684	-	ATP5F1B	ENST00000551570	0.02	RBFOX2
chr4:82830937-82830975	-	SEC31A	ENST00000503937	-0.282	chr1:179900126-179900167	+	TOR1AIP1	ENST00000606911	0.01	RBFOX2
chr5:180286975-180287067	-	MAPK9	ENST00000523583	-0.654	chr16:67125959-67126042	+	PHAF1	ENST00000219139	-0.01	RBFOX2
chr12:118017690-118017815	+	RFC5	ENST00000484086	0.138	chr2:27459709-27459829	-	IFT172	ENST00000260570	-0.02	RBFOX2
chr12:130872584-130872617	+	RAN	ENST00000535090	0.613	chr21:39348545-39348577	-	HMGN1	ENST00000380749	-0.0	RBFOX2
chr16:28836449-28836485	+	ATXN2L	ENST00000566007	0.313	chr19:49152004-49152058	-	HRC	ENST00000252825	-0.01	RBFOX2
chr1:161160329-161160506	+	USP21	ENST00000479344	-0.34	chr11:60898101-60898271	-	PRPF19	ENST00000227524	0.0	RBFOX2
chr3:48711367-48711459	-	IP6K2	ENST00000412850	0.206	chr17:73227165-73227264	-	FAM104A	ENST00000405159	-0.01	RBFOX2
