exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr2:85600345-85600412	-	TMEM150A	ENST00000334462	0.228	chr3:196227664-196227737	+	SLC51A	ENST00000296327	0.01	SRSF1
chr12:48698138-48698183	-	CCNT1	ENST00000261900	-0.3	chr6:7398698-7398740	+	RIOK1	ENST00000379834	-0.0	SRSF1
chr2:9407449-9407598	-	ITGB1BP1	ENST00000355346	-0.195	chr17:28690082-28690229	+	SUPT6H	ENST00000314616	0.01	SRSF1
chr9:37781986-37782137	-	EXOSC3	ENST00000327304	-0.229	chr7:56054369-56054503	+	CCT6A	ENST00000275603	-0.01	SRSF1
chr9:37857241-37857351	+	DCAF10	ENST00000377724	0.394	chr5:69389034-69389145	+	RAD17	ENST00000354868	-0.01	SRSF1
chr15:75904491-75904629	+	FBXO22	ENST00000308275	-0.205	chr9:133768442-133768596	-	VAV2	ENST00000371850	-0.01	SRSF1
chr2:85371440-85371562	+	ELMOD3	ENST00000409013	-0.4	chr9:128460942-128461067	+	ODF2	ENST00000351030	0.01	SRSF1
chr15:80098416-80098578	+	ZFAND6	ENST00000261749	0.217	chr14:34826013-34826156	-	BAZ1A	ENST00000360310	-0.02	SRSF1
chr1:154435969-154436110	+	IL6R	ENST00000368485	-0.49	chr9:129021091-129021219	-	SH3GLB2	ENST00000372564	-0.0	SRSF1
chr15:77365163-77365225	-	PEAK1	ENST00000682557	-0.296	chr14:66776464-66776521	+	GPHN	ENST00000478722	-0.02	SRSF1
chr3:126153444-126153581	-	ALDH1L1	ENST00000393434	-0.309	chr19:11442386-11442515	+	PRKCSH	ENST00000677123	-0.0	SRSF1
chr12:15883541-15883676	+	STRAP	ENST00000419869	-0.18	chr16:20452339-20452466	+	ACSM2A	ENST00000571894	-0.0	SRSF1
chr1:147167767-147167933	-	PRKAB2	ENST00000254101	-0.353	chr12:4612543-4612718	+	DYRK4	ENST00000543431	-0.02	SRSF1
chr1:147201152-147201504	-	FMO5	ENST00000254090	-0.143	chr2:71124206-71124543	-	MCEE	ENST00000244217	0.01	SRSF1
chr12:123203250-123203375	-	MPHOSPH9	ENST00000606320	-0.362	chr10:12149595-12149726	+	SEC61A2	ENST00000298428	-0.02	SRSF1
chr3:15250931-15251023	+	CAPN7	ENST00000253693	-0.318	chr15:76292619-76292700	-	ETFA	ENST00000557943	0.0	SRSF1
chr3:15245526-15245671	+	CAPN7	ENST00000253693	0.372	chr10:50811040-50811176	-	A1CF	ENST00000373997	-0.0	SRSF1
chr3:15241453-15241588	+	CAPN7	ENST00000253693	0.407	chr5:146143412-146143550	-	LARS1	ENST00000394434	-0.01	SRSF1
chr3:136568765-136568861	-	STAG1	ENST00000383202	-0.379	chr7:35832804-35832900	+	SEPTIN7	ENST00000634600	-0.02	SRSF1
chr15:99363106-99363265	+	LRRC28	ENST00000301981	0.238	chr17:37179260-37179406	-	ACACA	ENST00000616317	-0.01	SRSF1
chr7:40274513-40274656	+	SUGCT	ENST00000335693	-0.393	chr6:143712016-143712183	+	PHACTR2	ENST00000440869	-0.02	SRSF1
chr12:201762-201849	-	SLC6A12	ENST00000684302	-0.431	chr7:135167732-135167807	-	CYREN	ENST00000393114	-0.01	SRSF1
chr1:150496482-150496628	+	TARS2	ENST00000369064	-0.307	chr12:6855401-6855526	+	USP5	ENST00000229268	-0.01	SRSF1
chr3:132696731-132696813	-	NPHP3	ENST00000337331	0.74	chr4:98886454-98886546	-	EIF4E	ENST00000505992	0.01	SRSF1
chr1:150496810-150496908	+	TARS2	ENST00000369064	-0.318	chr12:48832078-48832186	-	DDX23	ENST00000308025	-0.01	SRSF1
chr15:92901167-92901299	+	CHD2	ENST00000394196	-0.22	chr2:53728712-53728847	-	ASB3	ENST00000263634	-0.0	SRSF1
chr19:9157980-9158075	+	ZNF317	ENST00000247956	-0.359	chr12:109510344-109510458	+	UBE3B	ENST00000342494	-0.01	SRSF1
chr19:36006423-36006671	-	SYNE4	ENST00000324444	-0.493	chr2:74464496-74464722	-	MOGS	ENST00000448666	-0.01	SRSF1
chr8:86484872-86484961	-	RMDN1	ENST00000406452	-0.283	chr7:141745496-141745584	+	SSBP1	ENST00000265304	-0.0	SRSF1
chr19:36008217-36008367	-	SYNE4	ENST00000324444	0.253	chr9:128353415-128353541	+	SLC27A4	ENST00000300456	-0.0	SRSF1
chr19:40236257-40236385	-	AKT2	ENST00000392038	-0.156	chr16:22266390-22266524	+	EEF2K	ENST00000263026	0.01	SRSF1
chr19:4097279-4097343	-	MAP2K2	ENST00000262948	-0.31	chr12:109559096-109559155	-	MMAB	ENST00000545712	0.0	SRSF1
chr19:41433272-41433434	-	DMAC2	ENST00000221943	-0.274	chr11:16790798-16790915	-	PLEKHA7	ENST00000531066	-0.02	SRSF1
chr4:154537286-154537479	-	PLRG1	ENST00000499023	-0.111	chr6:35870281-35870494	-	SRPK1	ENST00000373825	0.01	SRSF1
chr4:151672762-151672896	-	GATB	ENST00000263985	-0.149	chr17:17884634-17884768	-	TOM1L2	ENST00000379504	0.0	SRSF1
chr11:6437046-6437177	-	HPX	ENST00000265983	-0.29	chr7:100030249-100030375	+	ZKSCAN1	ENST00000324306	-0.01	SRSF1
chr11:6440165-6440286	-	HPX	ENST00000265983	-0.236	chr10:78021546-78021682	-	POLR3A	ENST00000372371	-0.02	SRSF1
chr19:39458294-39458305	+	SUPT5H	ENST00000432763	-0.165	chr16:2497710-2497727	+	TBC1D24	ENST00000646147	-0.01	SRSF1
chr11:65038572-65038829	+	SNX15	ENST00000377244	-0.337	chr11:8715603-8715818	-	DENND2B	ENST00000313726	-0.01	SRSF1
chr19:39354006-39354066	+	SAMD4B	ENST00000610417	0.351	chr1:1806475-1806538	-	GNB1	ENST00000378609	-0.0	SRSF1
chr4:83472222-83472288	-	ABRAXAS1	ENST00000321945	-0.317	chr2:200937906-200937966	-	ORC2	ENST00000234296	-0.02	SRSF1
chr4:83470203-83470396	-	ABRAXAS1	ENST00000321945	-0.304	chr2:61493894-61494091	-	XPO1	ENST00000401558	-0.0	SRSF1
chr4:83458346-83458429	+	MRPS18C	ENST00000295491	0.239	chr6:127996901-127996988	-	PTPRK	ENST00000368226	-0.01	SRSF1
chr11:46682051-46682182	-	ARHGAP1	ENST00000311956	-0.169	chr17:18348325-18348440	-	SHMT1	ENST00000316694	-0.02	SRSF1
chr11:46729380-46729561	+	F2	ENST00000311907	-0.211	chr9:121302911-121303065	+	GSN	ENST00000432226	-0.0	SRSF1
chr19:15696161-15696225	+	CYP4F12	ENST00000550308	0.226	chr19:13115997-13116052	-	TRMT1	ENST00000357720	-0.01	SRSF1
chr4:82451043-82451245	+	ENOPH1	ENST00000273920	-0.14	chr11:33061530-33061726	+	TCP11L1	ENST00000334274	0.02	SRSF1
chr9:105619934-105620061	+	FKTN	ENST00000357998	-0.443	chr7:131445774-131445903	+	MKLN1	ENST00000352689	-0.01	SRSF1
chr4:88737472-88737555	-	FAM13A	ENST00000264344	0.176	chr3:136329905-136329984	+	PCCB	ENST00000471595	-0.01	SRSF1
chr16:71923288-71923380	+	IST1	ENST00000378799	-0.107	chr4:39457586-39457681	-	RPL9	ENST00000295955	-0.0	SRSF1
chr16:70679315-70679323	-	MTSS2	ENST00000338779	0.309	chr19:35022900-35022911	+	GRAMD1A	ENST00000317991	-0.0	SRSF1
chr4:868539-868685	-	GAK	ENST00000314167	-0.262	chr4:6619927-6620044	+	MAN2B2	ENST00000285599	0.01	SRSF1
chr11:59655956-59656045	-	PATL1	ENST00000300146	-0.302	chr15:24976305-24976416	+	SNRPN	ENST00000390687	0.0	SRSF1
chr19:19197186-19197251	+	RFXANK	ENST00000303088	-0.218	chr12:49102887-49102951	-	LMBR1L	ENST00000267102	-0.01	SRSF1
chr19:21083978-21084069	+	ZNF714	ENST00000456283	-0.552	chr20:44887648-44887742	+	YWHAB	ENST00000372839	-0.02	SRSF1
chr8:98108646-98108751	-	RIDA	ENST00000254878	-0.208	chr6:151436446-151436554	-	RMND1	ENST00000444024	0.0	SRSF1
chr19:29610409-29610632	+	POP4	ENST00000585603	-0.217	chr22:29801994-29802208	-	ASCC2	ENST00000307790	-0.01	SRSF1
chr11:61268922-61269018	-	VWCE	ENST00000335613	-0.367	chr16:28484006-28484118	-	CLN3	ENST00000636147	0.01	SRSF1
chr19:34215124-34215300	+	LSM14A	ENST00000544216	-0.238	chr9:96465337-96465498	+	HABP4	ENST00000375249	0.0	SRSF1
chr4:56342835-56342966	-	AASDH	ENST00000205214	-0.258	chr10:70213463-70213589	-	PPA1	ENST00000373232	-0.0	SRSF1
chr11:47569700-47569891	+	PTPMT1	ENST00000326674	-0.551	chr20:33387323-33387533	-	CDK5RAP1	ENST00000346416	-0.01	SRSF1
chr11:57491224-57491362	-	SLC43A1	ENST00000278426	-0.29	chr12:53119124-53119253	+	SOAT2	ENST00000301466	-0.01	SRSF1
chr11:57491716-57491862	-	SLC43A1	ENST00000278426	-0.18	chr10:98425818-98425985	-	HPS1	ENST00000361490	-0.02	SRSF1
chr11:57497753-57497845	-	SLC43A1	ENST00000278426	-0.193	chr6:36682640-36682730	+	CDKN1A	ENST00000373711	0.01	SRSF1
chr11:57737913-57738026	+	TMX2	ENST00000278422	-0.163	chr15:65701762-65701890	-	DENND4A	ENST00000443035	0.01	SRSF1
chr9:105615278-105615407	+	FKTN	ENST00000357998	-0.307	chr2:36886716-36886826	-	STRN	ENST00000263918	-0.02	SRSF1
chr3:52790749-52790921	+	ITIH1	ENST00000273283	-0.163	chr17:80222655-80222847	+	SLC26A11	ENST00000361193	-0.01	SRSF1
chr3:52788232-52788345	+	ITIH1	ENST00000273283	-0.193	chr19:8256949-8257077	+	CERS4	ENST00000251363	0.0	SRSF1
chr19:52315834-52315962	+	ZNF480	ENST00000595962	-0.217	chr3:129290679-129290804	+	HMCES	ENST00000383463	-0.02	SRSF1
chr3:52291747-52291922	+	GLYCTK	ENST00000436784	-0.239	chr15:70058663-70058815	-	TLE3	ENST00000451782	-0.01	SRSF1
chr3:52198672-52198848	+	ALAS1	ENST00000484952	-0.366	chr11:57335068-57335240	-	SSRP1	ENST00000278412	-0.0	SRSF1
chr3:52096569-52096712	-	POC1A	ENST00000296484	-0.379	chr20:50841766-50841900	+	BCAS4	ENST00000371608	0.01	SRSF1
chr3:50578821-50578926	+	HEMK1	ENST00000232854	-0.561	chr20:35508943-35509044	+	CEP250	ENST00000397527	-0.01	SRSF1
chr11:893427-893519	-	CHID1	ENST00000323578	0.188	chr19:33396090-33396155	-	PEPD	ENST00000588328	-0.0	SRSF1
chr3:66398970-66399041	-	LRIG1	ENST00000273261	-0.292	chr3:128082483-128082574	-	RUVBL1	ENST00000322623	-0.01	SRSF1
chr19:49927694-49927815	-	NUP62	ENST00000352066	-0.339	chr22:23295024-23295155	+	BCR	ENST00000305877	-0.01	SRSF1
chr11:819574-819905	+	PNPLA2	ENST00000336615	-0.458	chr16:66604731-66604952	+	CMTM3	ENST00000562707	-0.01	SRSF1
chr11:850288-850367	+	TSPAN4	ENST00000397397	0.159	chr2:241562348-241562476	+	BOK	ENST00000318407	0.02	SRSF1
chr3:53855294-53855341	+	IL17RB	ENST00000288167	0.238	chr1:165905921-165905969	+	UCK2	ENST00000367879	-0.0	SRSF1
chr3:53819532-53819674	-	CHDH	ENST00000315251	-0.108	chr19:10318229-10318372	-	RAVER1	ENST00000617231	0.01	SRSF1
chr19:55455636-55455845	-	ISOC2	ENST00000425675	0.222	chr4:1804330-1804520	+	FGFR3	ENST00000440486	0.01	SRSF1
chr16:28593442-28593568	-	SULT1A2	ENST00000335715	-0.409	chr11:46723180-46723285	+	F2	ENST00000311907	-0.0	SRSF1
chr16:28593252-28593346	-	SULT1A2	ENST00000335715	-0.263	chr12:6550695-6550790	-	IFFO1	ENST00000619571	-0.01	SRSF1
chr16:28491482-28491560	-	CLN3	ENST00000636147	-0.239	chr2:96276904-96276985	-	SNRNP200	ENST00000323853	-0.0	SRSF1
chr19:740352-740483	+	PALM	ENST00000338448	0.476	chr21:44813976-44814104	-	SUMO3	ENST00000332859	-0.0	SRSF1
chr16:29993906-29994843	-	HIRIP3	ENST00000279392	-0.245	chr12:49330145-49330943	+	TROAP	ENST00000257909	-0.01	SRSF1
chr3:50214653-50214768	+	SLC38A3	ENST00000614032	-0.191	chr9:128178369-128178490	-	CIZ1	ENST00000372938	-0.0	SRSF1
chr3:50214402-50214483	+	SLC38A3	ENST00000614032	-0.226	chr14:24138474-24138560	+	PSME1	ENST00000206451	-0.0	SRSF1
chr3:50105549-50105709	+	RBM5	ENST00000347869	-0.142	chr3:52258536-52258678	-	WDR82	ENST00000296490	0.0	SRSF1
chr3:50104248-50104308	+	RBM5	ENST00000347869	-0.309	chr14:21462350-21462418	-	RAB2B	ENST00000397762	-0.0	SRSF1
chr3:49911526-49912011	-	MON1A	ENST00000296473	-0.435	chr1:160093710-160094171	-	IGSF8	ENST00000314485	-0.01	SRSF1
chr3:49686062-49686192	-	MST1	ENST00000449682	-0.235	chr17:81192476-81192593	-	CEP131	ENST00000450824	-0.02	SRSF1
chr16:29694664-29695199	+	QPRT	ENST00000395384	-0.169	chr2:233204126-233204717	+	INPP5D	ENST00000445964	0.01	SRSF1
chr19:49664674-49664846	-	IRF3	ENST00000377139	-0.596	chr1:55059486-55059663	+	PCSK9	ENST00000302118	0.0	SRSF1
chr9:3301546-3301620	-	RFX3	ENST00000617270	0.493	chr1:225535507-225535563	-	ENAH	ENST00000284563	0.02	SRSF1
chr11:70421470-70421580	+	CTTN	ENST00000301843	-0.182	chrX:49000861-49000959	-	GRIPAP1	ENST00000617369	-0.02	SRSF1
chr8:80002999-80003180	-	MRPS28	ENST00000276585	-0.13	chr8:116726016-116726172	-	EIF3H	ENST00000521861	-0.01	SRSF1
chr4:140379569-140379652	+	SCOC	ENST00000608372	-0.433	chr8:125018631-125018727	+	SQLE	ENST00000265896	0.0	SRSF1
chr4:139297385-139297443	-	NDUFC1	ENST00000394223	0.199	chr3:136260479-136260535	+	PCCB	ENST00000251654	0.0	SRSF1
chr11:66954249-66954436	-	PC	ENST00000393960	0.164	chr9:131117756-131117918	+	AIF1L	ENST00000247291	0.01	SRSF1
chr4:127939853-127939997	-	MFSD8	ENST00000641686	-0.245	chr5:66177514-66177658	+	SREK1	ENST00000334121	-0.0	SRSF1
chr19:49513882-49514133	+	FCGRT	ENST00000221466	-0.138	chr1:15942529-15942738	-	ZBTB17	ENST00000375743	-0.02	SRSF1
chr19:49660713-49660828	-	IRF3	ENST00000377139	-0.365	chr16:4902406-4902526	-	PPL	ENST00000345988	-0.02	SRSF1
chr19:49661948-49662328	-	IRF3	ENST00000377139	-0.313	chr7:100819557-100819889	-	EPHB4	ENST00000358173	-0.02	SRSF1
chr19:49663343-49663514	-	IRF3	ENST00000377139	-0.486	chr1:225922204-225922383	-	PYCR2	ENST00000343818	-0.02	SRSF1
chr19:47069092-47069343	-	ZC3H4	ENST00000253048	-0.73	chr2:127419806-127420012	+	PROC	ENST00000429925	0.01	SRSF1
chr4:103057801-103057971	-	SLC9B2	ENST00000394785	0.232	chr4:185332595-185332759	+	SNX25	ENST00000652585	0.01	SRSF1
chr4:10103896-10103986	-	WDR1	ENST00000499869	-0.166	chr17:38890420-38890504	+	LASP1	ENST00000318008	-0.0	SRSF1
chr19:48955548-48955599	+	BAX	ENST00000345358	-0.167	chr19:17215802-17215851	+	USE1	ENST00000263897	-0.01	SRSF1
chr1:52897437-52897484	-	ECHDC2	ENST00000371522	-0.266	chr2:219500178-219500218	+	GMPPA	ENST00000435316	0.01	SRSF1
chr22:39078932-39079085	+	APOBEC3G	ENST00000407997	-0.357	chr22:39015595-39015751	+	APOBEC3C	ENST00000361441	-0.01	SRSF1
chr22:38750898-38751035	-	SUN2	ENST00000689035	-0.171	chr17:75847487-75847609	-	WBP2	ENST00000254806	-0.01	SRSF1
chr22:46248172-46248284	-	CDPF1	ENST00000314567	0.518	chr7:100355143-100355240	+	PILRB	ENST00000448382	-0.01	SRSF1
chr22:45289061-45289143	+	UPK3A	ENST00000216211	-0.416	chr19:10166598-10166685	-	DNMT1	ENST00000359526	-0.0	SRSF1
chr22:45287172-45287451	+	UPK3A	ENST00000216211	-0.303	chr2:219565242-219565514	-	OBSL1	ENST00000404537	-0.0	SRSF1
chr1:46560234-46560277	-	MKNK1	ENST00000371945	0.324	chr16:81702622-81702669	+	CMIP	ENST00000537098	0.02	SRSF1
chr1:53233542-53233652	-	MAGOH	ENST00000371470	-0.154	chr1:40749573-40749686	+	NFYC	ENST00000447388	0.01	SRSF1
chrX:107154096-107154246	-	NUP62CL	ENST00000372466	-0.348	chr6:87500508-87500667	+	SLC35A1	ENST00000369552	0.02	SRSF1
chr1:59339958-59340069	+	FGGY	ENST00000303721	-0.267	chr15:64112573-64112684	+	SNX1	ENST00000559844	0.01	SRSF1
chr14:22951555-22951689	-	HAUS4	ENST00000541587	-0.272	chr17:41996311-41996424	-	DNAJC7	ENST00000457167	-0.01	SRSF1
chr22:28745864-28746008	+	HSCB	ENST00000216027	-0.192	chr2:207742223-207742342	+	CCNYL1	ENST00000295414	0.02	SRSF1
chr22:28734403-28734727	-	CHEK2	ENST00000404276	-0.323	chr9:130862763-130863035	+	ABL1	ENST00000318560	-0.02	SRSF1
chr1:74707103-74707204	-	CRYZ	ENST00000340866	-0.19	chr2:11198681-11198774	-	ROCK2	ENST00000315872	-0.01	SRSF1
chr1:54012143-54012280	-	LDLRAD1	ENST00000371360	-0.359	chr6:167305915-167306050	+	UNC93A	ENST00000230256	0.02	SRSF1
chr22:37508527-37508682	-	CARD10	ENST00000251973	-0.302	chr19:41897946-41898113	+	ARHGEF1	ENST00000599846	0.01	SRSF1
chr14:94448132-94448777	-	SERPINA11	ENST00000334708	-0.375	chr1:28473554-28474151	+	PHACTR4	ENST00000373839	-0.01	SRSF1
chr14:94446331-94446604	-	SERPINA11	ENST00000334708	-0.553	chr19:7166154-7166404	-	INSR	ENST00000302850	-0.01	SRSF1
chr9:70346605-70346649	+	SMC5	ENST00000361138	-0.33	chr6:109763937-109763982	+	FIG4	ENST00000230124	0.02	SRSF1
chr22:31187047-31187270	+	RNF185	ENST00000326132	-0.22	chr17:4242256-4242448	-	ANKFY1	ENST00000341657	-0.02	SRSF1
chr1:59321536-59321750	+	FGGY	ENST00000303721	-0.395	chr20:526696-526942	-	CSNK2A1	ENST00000646814	0.0	SRSF1
chr1:31635222-31635522	-	PEF1	ENST00000373703	-0.317	chr20:47238896-47239138	-	ZMYND8	ENST00000352431	-0.01	SRSF1
chrX:123885631-123886539	+	XIAP	ENST00000371199	-0.456	chr15:52045830-52047015	+	MAPK6	ENST00000261845	-0.01	SRSF1
chr1:31632495-31632638	-	PEF1	ENST00000373703	-0.232	chr15:74850514-74850673	-	SCAMP2	ENST00000268099	-0.01	SRSF1
chrX:124021367-124021431	+	STAG2	ENST00000371145	0.316	chr9:100060100-100060172	-	ERP44	ENST00000262455	0.01	SRSF1
chr2:159430863-159431156	-	BAZ2B	ENST00000392783	0.436	chr4:84796521-84796752	-	WDFY3	ENST00000295888	0.02	SRSF1
chr1:32634768-32634792	-	ZBTB8OS	ENST00000468695	-0.433	chr14:55137370-55137391	+	LGALS3	ENST00000254301	0.01	SRSF1
chr13:51960148-51960322	-	ATP7B	ENST00000242839	-0.252	chr6:31732217-31732398	-	CLIC1	ENST00000375784	-0.0	SRSF1
chr13:51961837-51961913	-	ATP7B	ENST00000242839	-0.328	chr3:50068690-50068764	+	RBM6	ENST00000266022	-0.0	SRSF1
chrX:129584344-129584367	+	OCRL	ENST00000371113	0.462	chr14:31340450-31340476	-	HEATR5A	ENST00000549719	-0.01	SRSF1
