exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr9:114194404-114194457	+	COL27A1	ENST00000356083	-0.298	chr15:75009891-75009940	+	SCAMP5	ENST00000562327	-0.02	HNRNPH1
chr9:114060925-114061098	-	AMBP	ENST00000265132	-0.104	chr15:90960328-90960498	+	RCCD1	ENST00000394258	0.01	HNRNPH1
chr6:41744397-41744514	-	PGC	ENST00000373025	-0.429	chr17:44322419-44322552	-	SLC25A39	ENST00000377095	-0.01	HNRNPH1
chr17:43533187-43533348	-	ETV4	ENST00000319349	-0.116	chr1:153934135-153934302	-	DENND4B	ENST00000361217	-0.02	HNRNPH1
chr11:117363429-117363506	+	CEP164	ENST00000278935	0.426	chr11:68793315-68793402	-	CPT1A	ENST00000265641	-0.01	HNRNPH1
chr16:87904786-87904904	-	CA5A	ENST00000649794	0.302	chr20:45335782-45335920	-	SDC4	ENST00000372733	-0.01	HNRNPH1
chr6:33294688-33294762	-	RGL2	ENST00000497454	-0.267	chr17:42998749-42998831	+	RPL27	ENST00000253788	-0.0	HNRNPH1
chr12:1801574-1801644	-	CACNA2D4	ENST00000382722	0.413	chr2:26774251-26774323	+	SLC35F6	ENST00000344420	-0.02	HNRNPH1
chr16:30001414-30001530	+	INO80E	ENST00000563197	-0.554	chr2:241668540-241668685	+	ATG4B	ENST00000404914	0.01	HNRNPH1
chr1:90007345-90007750	+	ZNF326	ENST00000340281	0.234	chr10:96949008-96949295	+	LCOR	ENST00000421806	0.02	HNRNPH1
chr14:39320928-39321056	+	MIA2	ENST00000640607	0.231	chr14:39061765-39061871	-	SEC23A	ENST00000307712	0.0	HNRNPH1
chr15:29719777-29720016	-	TJP1	ENST00000614355	0.406	chr12:89603712-89603925	-	ATP2B1	ENST00000428670	0.01	HNRNPH1
chr12:108802322-108802368	-	SSH1	ENST00000326495	0.51	chr21:43672308-43672365	+	RRP1B	ENST00000340648	0.01	HNRNPH1
chr5:179623037-179623164	-	HNRNPH1	ENST00000393432	-0.124	chr6:166955495-166955627	-	RNASET2	ENST00000366855	0.01	HNRNPH1
chr12:109951167-109951316	-	GIT2	ENST00000355312	0.228	chr16:70532479-70532620	+	SF3B3	ENST00000302516	-0.0	HNRNPH1
chr12:109945260-109945349	-	GIT2	ENST00000355312	0.282	chr7:44840899-44841012	-	H2AZ2	ENST00000308153	0.0	HNRNPH1
chr6:18185772-18185810	+	KDM1B	ENST00000650836	-0.409	chr17:35817716-35817755	+	TAF15	ENST00000605844	0.0	HNRNPH1
chr2:200987365-200987532	-	HYCC2	ENST00000681958	0.427	chr2:203395659-203395780	+	ABI2	ENST00000451591	0.02	HNRNPH1
chr9:128592983-128593042	+	SPTAN1	ENST00000372739	0.29	chr10:99811536-99811602	+	ABCC2	ENST00000647814	-0.0	HNRNPH1
chr2:27094800-27094934	+	KHK	ENST00000260598	0.342	chr20:25498210-25498346	-	NINL	ENST00000278886	-0.0	HNRNPH1
chr17:78204828-78204900	+	AFMID	ENST00000409257	-0.333	chr17:42120030-42120119	-	ENSG00000267261	ENST00000592574	-0.0	HNRNPH1
chr12:57720099-57720263	+	OS9	ENST00000315970	0.337	chr3:52802334-52802519	+	ITIH3	ENST00000449956	0.0	HNRNPH1
chr20:31566210-31566295	+	HM13	ENST00000398174	-0.184	chr16:68253422-68253517	+	PLA2G15	ENST00000564827	-0.01	HNRNPH1
chr17:44322808-44322852	-	SLC25A39	ENST00000377095	-0.154	chr1:32332701-32332749	+	HDAC1	ENST00000373548	0.0	HNRNPH1
chr19:5218787-5218798	-	PTPRS	ENST00000262963	-0.498	chr19:35022900-35022911	+	GRAMD1A	ENST00000317991	0.01	HNRNPH1
chr22:50418867-50418979	+	PPP6R2	ENST00000612753	-0.315	chr1:44635545-44635666	+	RNF220	ENST00000453863	-0.02	HNRNPH1
chr22:42168609-42168736	-	TCF20	ENST00000677622	0.579	chr1:24105920-24106077	-	MYOM3	ENST00000374434	-0.01	HNRNPH1
chr15:69425282-69425323	+	KIF23	ENST00000679126	0.337	chr18:24131882-24131920	+	TTC39C	ENST00000317571	0.01	HNRNPH1
chr1:45607321-45608337	+	NASP	ENST00000350030	-0.272	chr17:61982198-61983114	-	MED13	ENST00000397786	-0.0	HNRNPH1
chr12:56160626-56160670	+	MYL6	ENST00000550697	0.343	chr20:62836478-62836532	+	COL9A3	ENST00000649368	0.01	HNRNPH1
chr15:101431320-101431463	-	PCSK6	ENST00000611716	-0.244	chr16:68023848-68024004	+	DUS2	ENST00000567100	0.01	HNRNPH1
chr14:105449359-105449409	+	MTA1	ENST00000331320	-0.271	chr17:17506227-17506301	-	PEMT	ENST00000255389	-0.01	HNRNPH1
chr12:54283079-54283234	+	HNRNPA1	ENST00000340913	0.125	chr11:125575803-125575931	+	EI24	ENST00000524723	-0.0	HNRNPH1
chr7:158752781-158752843	-	ESYT2	ENST00000275418	0.244	chr14:54436369-54436437	-	CNIH1	ENST00000216416	0.0	HNRNPH1
chr7:99459147-99459263	-	ATP5MF	ENST00000292475	-0.126	chr17:68542694-68542809	-	FAM20A	ENST00000592554	0.02	HNRNPH1
chr7:74190247-74190306	+	EIF4H	ENST00000265753	0.438	chr10:72102334-72102412	-	ASCC1	ENST00000342444	0.0	HNRNPH1
chr1:155309789-155309965	+	FDPS	ENST00000368356	0.192	chr9:128257980-128258198	-	GOLGA2	ENST00000611957	0.02	HNRNPH1
chr17:48057032-48057121	+	NFE2L1	ENST00000362042	-0.201	chr16:89739478-89739553	-	FANCA	ENST00000389301	-0.02	HNRNPH1
chr21:42731770-42731949	+	PDE9A	ENST00000291539	0.33	chr2:131055553-131055695	-	FAM168B	ENST00000389915	0.01	HNRNPH1
chr16:24793473-24793649	+	TNRC6A	ENST00000395799	0.578	chr7:107932174-107932377	-	LAMB1	ENST00000222399	-0.01	HNRNPH1
chr1:1847878-1848036	-	GNB1	ENST00000703693	0.601	chr2:215326822-215326978	+	ATIC	ENST00000236959	-0.0	HNRNPH1
chr13:36336287-36336358	-	SPART	ENST00000494062	0.457	chr1:27897633-27897707	-	RPA2	ENST00000373912	0.01	HNRNPH1
chr19:39168230-39168312	+	PAK4	ENST00000593690	-0.446	chr16:57772223-57772288	-	KIFC3	ENST00000445690	-0.0	HNRNPH1
chr22:29550728-29550843	-	THOC5	ENST00000397872	0.288	chr13:113147379-113147486	+	F10	ENST00000375551	-0.0	HNRNPH1
chr3:52704724-52704952	-	GLT8D1	ENST00000478968	0.278	chr16:3992146-3992363	-	ADCY9	ENST00000294016	-0.02	HNRNPH1
chr19:52960027-52960177	-	ZNF816	ENST00000357666	0.429	chr1:54212501-54212658	+	MRPL37	ENST00000360840	0.01	HNRNPH1
chr10:96151416-96151566	+	ZNF518A	ENST00000614149	-0.76	chr4:73161192-73161348	-	ANKRD17	ENST00000358602	-0.01	HNRNPH1
chr2:241317499-241317599	+	SEPTIN2	ENST00000360051	0.422	chr3:38348550-38348632	+	XYLB	ENST00000207870	0.01	HNRNPH1
chr16:56626466-56626531	+	MT1E	ENST00000306061	-0.124	chr1:151293400-151293462	-	PI4KB	ENST00000455060	-0.01	HNRNPH1
chr10:80180941-80181136	-	ANXA11	ENST00000438331	0.43	chr4:2490337-2490502	+	RNF4	ENST00000314289	-0.01	HNRNPH1
chr10:78037439-78037441	+	RPS24	ENST00000464716	0.119	chr8:42396678-42396680	+	VDAC3	ENST00000521158	0.01	HNRNPH1
chrX:48476563-48476668	+	FTSJ1	ENST00000019019	0.268	chrX:48522145-48522252	+	EBP	ENST00000446158	0.02	HNRNPH1
chr12:121402742-121402807	+	RNF34	ENST00000392465	0.273	chr7:137901354-137901422	-	CREB3L2	ENST00000330387	0.02	HNRNPH1
chr1:48229103-48229177	+	SLC5A9	ENST00000236495	0.457	chr5:177302752-177302830	-	RAB24	ENST00000303251	0.01	HNRNPH1
chr19:9434065-9434235	-	ZNF266	ENST00000588933	-0.392	chr6:138405971-138406151	+	HEBP2	ENST00000607197	0.0	HNRNPH1
chr3:48694459-48694525	-	IP6K2	ENST00000432678	0.463	chr14:24117668-24117732	+	DCAF11	ENST00000446197	-0.01	HNRNPH1
chr19:56833290-56833420	-	PEG3	ENST00000650632	-0.442	chr11:60897846-60897951	-	PRPF19	ENST00000227524	-0.0	HNRNPH1
chr2:63842539-63842599	+	UGP2	ENST00000467648	0.55	chr12:56724452-56724523	-	NACA	ENST00000454682	-0.0	HNRNPH1
chr2:28327274-28327447	+	BABAM2	ENST00000344773	0.211	chr4:9920385-9920572	-	SLC2A9	ENST00000264784	-0.01	HNRNPH1
chr3:100519077-100519316	+	TMEM45A	ENST00000403410	0.393	chr4:75662213-75662520	-	G3BP2	ENST00000676584	-0.01	HNRNPH1
chr12:109951212-109951316	-	GIT2	ENST00000553118	0.293	chr1:6541830-6541927	-	NOL9	ENST00000377705	0.02	HNRNPH1
chr16:77736650-77736743	+	NUDT7	ENST00000564085	-0.353	chrX:78118051-78118170	+	PGK1	ENST00000373316	-0.0	HNRNPH1
chr12:22458484-22458555	-	C2CD5	ENST00000545552	-0.379	chr6:169717823-169717900	-	PHF10	ENST00000366780	0.0	HNRNPH1
chr1:6448893-6449091	+	ESPN	ENST00000461727	-0.351	chr8:143018833-143019119	+	LY6E	ENST00000522024	-0.01	HNRNPH1
chr1:48229103-48229165	+	SLC5A9	ENST00000533824	0.476	chr6:31640645-31640704	-	BAG6	ENST00000676615	0.0	HNRNPH1
chr12:56159587-56159622	+	MYL6	ENST00000548400	-0.275	chr2:218277935-218277974	-	TMBIM1	ENST00000258412	-0.0	HNRNPH1
chr22:42168609-42168703	-	TCF20	ENST00000404876	0.558	chr16:4450400-4450497	+	DNAJA3	ENST00000262375	-0.01	HNRNPH1
chr17:82480407-82480544	+	NARF	ENST00000457415	0.129	chr16:3672700-3672820	-	TRAP1	ENST00000246957	0.01	HNRNPH1
chr19:45068015-45068058	+	CLASRP	ENST00000544944	-0.472	chr17:82063468-82063518	-	DUS1L	ENST00000306796	-0.01	HNRNPH1
chr17:58514992-58515083	-	MTMR4	ENST00000579921	0.296	chr13:98437766-98437858	+	FARP1	ENST00000627049	-0.02	HNRNPH1
chr17:6707028-6707045	-	SLC13A5	ENST00000572352	-0.355	chr20:24964375-24964398	-	APMAP	ENST00000451442	0.0	HNRNPH1
chr17:41819841-41820023	+	FKBP10	ENST00000455106	0.284	chr2:85599525-85599702	-	TMEM150A	ENST00000334462	0.02	HNRNPH1
chrX:13703735-13703902	+	RAB9A	ENST00000243325	0.406	chr4:39556428-39556570	-	SMIM14	ENST00000295958	-0.0	HNRNPH1
chr16:208601-208664	-	LUC7L	ENST00000443357	0.254	chr13:100527297-100527344	+	PCCA	ENST00000428969	0.01	HNRNPH1
chr1:155309753-155309965	+	FDPS	ENST00000491013	0.146	chr3:184317321-184317497	+	EIF4G1	ENST00000346169	-0.01	HNRNPH1
chr1:161160329-161160506	+	USP21	ENST00000479344	-0.326	chr11:125626417-125626575	+	CHEK1	ENST00000534685	-0.01	HNRNPH1
chr16:68025381-68025494	+	DUS2	ENST00000568099	0.453	chr9:93498790-93498886	+	FAM120A	ENST00000277165	-0.01	HNRNPH1
