exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr3:121719646-121719768	-	GOLGB1	ENST00000614479	0.43	chr6:131868018-131868126	+	ENPP1	ENST00000647893	0.0	HNRNPM
chr3:57925845-57925934	+	SLMAP	ENST00000671191	-0.163	chr16:71734609-71734707	-	AP1G1	ENST00000299980	0.01	HNRNPM
chr11:82930157-82930274	+	DDIAS	ENST00000533655	-0.351	chr8:52685399-52685520	-	RB1CC1	ENST00000025008	-0.0	HNRNPM
chr12:879573-880031	+	WNK1	ENST00000315939	0.257	chr19:5648989-5649499	+	SAFB	ENST00000588852	-0.01	HNRNPM
chr13:75809154-75809183	+	LMO7	ENST00000377534	-0.59	chr8:80050445-80050471	-	TPD52	ENST00000518937	-0.02	HNRNPM
chr2:101860825-101860986	+	MAP4K4	ENST00000324219	0.258	chr15:29704162-29704305	-	TJP1	ENST00000614355	-0.02	HNRNPM
chr2:101863821-101864051	+	MAP4K4	ENST00000324219	0.265	chr7:107932174-107932377	-	LAMB1	ENST00000222399	-0.0	HNRNPM
chr11:47499453-47499604	-	CELF1	ENST00000687097	0.354	chr10:5794885-5795019	-	GDI2	ENST00000380191	-0.01	HNRNPM
chr14:50756492-50758630	-	NIN	ENST00000530997	-0.683	chr1:169540294-169543114	-	F5	ENST00000367797	0.0	HNRNPM
chr6:136267029-136267175	-	BCLAF1	ENST00000531224	-0.117	chr5:98868495-98868635	-	CHD1	ENST00000614616	-0.01	HNRNPM
chr12:880721-880999	+	WNK1	ENST00000315939	0.4	chr1:39429827-39430068	+	MACF1	ENST00000564288	-0.01	HNRNPM
chr9:131494405-131494486	+	PRRC2B	ENST00000683519	0.259	chr11:73649012-73649087	+	PLEKHB1	ENST00000354190	-0.01	HNRNPM
chr15:29719777-29720016	-	TJP1	ENST00000614355	-0.284	chr4:68930546-68930765	-	UGT2A3	ENST00000251566	0.01	HNRNPM
chr5:34813574-34813660	+	RAI14	ENST00000265109	0.334	chr6:70859329-70859416	+	SMAP1	ENST00000370452	-0.01	HNRNPM
chr12:109945260-109945349	-	GIT2	ENST00000355312	-0.354	chr9:128973160-128973249	+	NUP188	ENST00000372577	0.0	HNRNPM
chr2:152679056-152679109	-	PRPF40A	ENST00000545856	-0.197	chr4:185678423-185678478	-	SORBS2	ENST00000437304	0.02	HNRNPM
chr17:41896620-41896649	-	ACLY	ENST00000352035	0.166	chr19:17512945-17512968	+	PGLS	ENST00000600923	-0.02	HNRNPM
chr6:85641292-85641451	-	SYNCRIP	ENST00000369622	0.163	chr10:84140673-84140810	+	GHITM	ENST00000686583	0.0	HNRNPM
chr1:23340852-23341017	-	HNRNPR	ENST00000302271	0.205	chr17:5335184-5335344	+	RABEP1	ENST00000537505	-0.01	HNRNPM
chr13:26676549-26676724	+	WASF3	ENST00000335327	0.306	chr1:224393828-224394013	-	WDR26	ENST00000414423	0.0	HNRNPM
chr9:128592983-128593042	+	SPTAN1	ENST00000372739	0.41	chr9:35677790-35677856	+	CA9	ENST00000378357	0.0	HNRNPM
chr10:95414494-95414862	-	SORBS1	ENST00000371247	-0.442	chr1:15214895-15215431	+	TMEM51	ENST00000376008	-0.02	HNRNPM
chr6:138441983-138442114	-	NHSL1	ENST00000343505	0.191	chr12:81143107-81143247	+	ACSS3	ENST00000548058	-0.01	HNRNPM
chr10:78040204-78040225	+	RPS24	ENST00000372360	-0.201	chr10:78040201-78040225	+	RPS24	ENST00000435275	-0.01	HNRNPM
chr1:162592732-162592782	+	UAP1	ENST00000367925	-0.336	chr9:130086420-130086476	+	GPR107	ENST00000347136	0.02	HNRNPM
chr17:29085604-29085648	-	MYO18A	ENST00000527372	-0.451	chr21:44855210-44855256	-	PTTG1IP	ENST00000330938	-0.0	HNRNPM
chr2:112077192-112077282	+	TMEM87B	ENST00000283206	-0.256	chr3:19978310-19978403	+	RAB5A	ENST00000273047	-0.0	HNRNPM
chr1:51756320-51756358	+	OSBPL9	ENST00000428468	-0.287	chr14:75757831-75757869	+	TTLL5	ENST00000556893	-0.0	HNRNPM
chr4:82861631-82861708	-	SEC31A	ENST00000395310	0.204	chr8:67216590-67216662	-	ARFGEF1	ENST00000262215	-0.01	HNRNPM
chr12:6678663-6678710	-	ZNF384	ENST00000683879	-0.314	chr11:65120981-65121036	-	FAU	ENST00000529639	0.0	HNRNPM
chr14:73279281-73279424	-	NUMB	ENST00000555238	0.269	chr14:64417888-64418024	+	MTHFD1	ENST00000652337	0.01	HNRNPM
chr15:57252421-57252492	+	TCF12	ENST00000333725	0.278	chr5:65568918-65568994	+	PPWD1	ENST00000502703	0.01	HNRNPM
chr6:138926401-138926481	-	REPS1	ENST00000450536	0.232	chr15:34867524-34867609	-	AQR	ENST00000156471	0.01	HNRNPM
chrX:107113397-107113468	-	RBM41	ENST00000685964	-0.309	chr11:36636051-36636117	+	IFTAP	ENST00000334307	0.02	HNRNPM
chrX:41555600-41555635	-	CASK	ENST00000378163	-0.534	chr6:47580864-47580900	+	CD2AP	ENST00000359314	-0.0	HNRNPM
chr3:152455542-152455577	+	MBNL1	ENST00000324210	0.258	chr2:135616152-135616193	+	R3HDM1	ENST00000683871	-0.01	HNRNPM
chrX:119625335-119625379	-	SEPTIN6	ENST00000394610	0.393	chr16:66536964-66537017	-	TK2	ENST00000544898	-0.0	HNRNPM
chr2:38989270-38989314	-	SOS1	ENST00000402219	-0.231	chr7:74714857-74714916	+	GTF2I	ENST00000573035	-0.01	HNRNPM
chr10:110132305-110132400	+	ADD3	ENST00000356080	0.447	chr14:55678352-55678444	+	KTN1	ENST00000395314	-0.0	HNRNPM
chr16:2264573-2264760	-	RNPS1	ENST00000320225	0.152	chr19:11120092-11120233	+	LDLR	ENST00000558518	0.01	HNRNPM
chr14:35548508-35548538	-	RALGAPA1	ENST00000680220	-0.411	chr14:54436079-54436126	-	CNIH1	ENST00000557690	0.01	HNRNPM
chr6:56468982-56468999	-	DST	ENST00000680361	-0.267	chr6:131615324-131615341	-	MED23	ENST00000354577	0.02	HNRNPM
chr1:81986901-81987029	+	ADGRL2	ENST00000686636	0.29	chr1:168065590-168065746	+	DCAF6	ENST00000367840	-0.0	HNRNPM
chr6:142383760-142383843	+	ADGRG6	ENST00000367609	0.435	chr14:30707990-30708065	+	SCFD1	ENST00000458591	0.0	HNRNPM
chr1:45607321-45608337	+	NASP	ENST00000350030	-0.23	chr5:132896323-132897240	-	AFF4	ENST00000265343	-0.02	HNRNPM
chr11:3361743-3361889	-	ZNF195	ENST00000399602	0.724	chr3:185926601-185926734	-	TRA2B	ENST00000453386	0.02	HNRNPM
chr10:24542883-24544481	+	KIAA1217	ENST00000376454	-0.412	chr12:49026182-49027322	-	KMT2D	ENST00000301067	-0.02	HNRNPM
chr14:105493835-105493933	+	TEDC1	ENST00000392523	-0.438	chr19:2207574-2207680	+	DOT1L	ENST00000398665	0.01	HNRNPM
chr21:25997360-25997416	-	APP	ENST00000346798	-0.263	chr3:122387464-122387515	+	FAM162A	ENST00000692876	0.0	HNRNPM
chr19:57475660-57475786	-	ZNF772	ENST00000356584	0.49	chr12:120766263-120766372	-	SPPL3	ENST00000353487	-0.01	HNRNPM
chr3:37091467-37091538	-	LRRFIP2	ENST00000336686	-0.465	chr6:135050582-135050647	-	HBS1L	ENST00000367837	-0.0	HNRNPM
chr11:130123612-130123779	+	APLP2	ENST00000338167	0.268	chr3:52208083-52208247	+	ALAS1	ENST00000484952	-0.01	HNRNPM
chr7:158752781-158752843	-	ESYT2	ENST00000275418	0.545	chr14:54436369-54436437	-	CNIH1	ENST00000216416	-0.0	HNRNPM
chr6:17771114-17771218	-	KIF13A	ENST00000259711	0.277	chr3:120674901-120674989	-	HGD	ENST00000283871	0.01	HNRNPM
chr3:37361243-37361305	+	GOLGA4	ENST00000361924	0.394	chr11:16748097-16748157	+	C11orf58	ENST00000228136	-0.01	HNRNPM
chr8:142345743-142345892	-	TSNARE1	ENST00000524325	0.407	chr8:143332487-143332657	-	TOP1MT	ENST00000518760	-0.02	HNRNPM
chr6:43781956-43782087	+	VEGFA	ENST00000672860	0.216	chr1:19342752-19342864	-	CAPZB	ENST00000375142	-0.01	HNRNPM
chr1:68482046-68482897	-	DEPDC1	ENST00000456315	0.434	chr5:119170190-119171280	+	DMXL1	ENST00000539542	0.02	HNRNPM
chr11:85990250-85990399	-	PICALM	ENST00000393346	0.19	chr5:146498536-146498686	+	TCERG1	ENST00000679501	-0.0	HNRNPM
chr20:47212642-47212725	-	ZMYND8	ENST00000471951	0.214	chr19:52288042-52288115	+	ZNF766	ENST00000599581	-0.02	HNRNPM
chr15:89814114-89814294	-	ANPEP	ENST00000679248	-0.712	chr16:297056-297226	-	AXIN1	ENST00000262320	-0.01	HNRNPM
chr1:54258069-54258149	-	SSBP3	ENST00000610401	0.305	chr22:23309424-23309483	+	BCR	ENST00000305877	0.01	HNRNPM
chr11:2989129-2989271	-	NAP1L4	ENST00000526115	0.372	chr7:157256914-157257044	+	UBE3C	ENST00000348165	0.01	HNRNPM
chr11:85978070-85978093	-	PICALM	ENST00000532317	-0.437	chr2:227350936-227350968	+	MFF	ENST00000707111	-0.0	HNRNPM
chr5:74637494-74640125	-	ENC1	ENST00000651128	0.237	chr11:65581539-65583765	+	EHBP1L1	ENST00000309295	0.02	HNRNPM
chr2:241320203-241320287	+	SEPTIN2	ENST00000402092	0.213	chr16:28121670-28121762	-	XPO6	ENST00000304658	-0.01	HNRNPM
chr11:908542-908645	-	CHID1	ENST00000436108	0.292	chr21:46219476-46219572	-	LSS	ENST00000397728	0.01	HNRNPM
chr19:44914672-44914733	+	APOC1	ENST00000588750	0.167	chr1:161306108-161306168	-	MPZ	ENST00000533357	0.01	HNRNPM
chr1:23340852-23341020	-	HNRNPR	ENST00000374612	0.222	chr1:29033093-29033245	+	EPB41	ENST00000343067	-0.02	HNRNPM
chr2:62987931-62988038	+	EHBP1	ENST00000263991	0.226	chr6:135042001-135042126	-	HBS1L	ENST00000367837	0.01	HNRNPM
chr19:11232185-11232289	-	DOCK6	ENST00000587656	-0.374	chr13:113140919-113141050	+	F10	ENST00000375559	0.01	HNRNPM
chr9:96515649-96515792	-	CDC14B	ENST00000463569	0.406	chr20:5756712-5756848	+	SHLD1	ENST00000442185	0.0	HNRNPM
chr10:122428276-122428316	+	PLEKHA1	ENST00000368989	-0.368	chr13:75527813-75527851	-	COMMD6	ENST00000355801	0.0	HNRNPM
chr19:56827134-56827246	-	PEG3	ENST00000650102	0.631	chr13:21496052-21496160	-	MICU2	ENST00000382374	0.01	HNRNPM
chr6:142440908-142440953	+	ADGRG6	ENST00000296932	-0.268	chr2:171058151-171058197	-	TLK1	ENST00000431350	0.01	HNRNPM
chr4:185684754-185684842	-	SORBS2	ENST00000449407	0.426	chr5:36211844-36211922	-	NADK2	ENST00000381937	0.01	HNRNPM
chr6:43781956-43782052	+	VEGFA	ENST00000523125	0.25	chr22:46281599-46281718	+	TTC38	ENST00000381031	0.0	HNRNPM
chr1:32633951-32634110	-	ZBTB8OS	ENST00000465588	-0.451	chr6:169689127-169689308	-	WDR27	ENST00000647873	0.02	HNRNPM
chr2:203272646-203272748	+	CYP20A1	ENST00000429815	0.345	chr22:28719395-28719485	-	CHEK2	ENST00000404276	0.02	HNRNPM
chr8:130361670-130361771	-	ASAP1	ENST00000357668	0.262	chr17:42000482-42000570	-	DNAJC7	ENST00000457167	0.01	HNRNPM
chr3:4312898-4313229	+	SETMAR	ENST00000425863	-0.459	chr5:154838563-154838939	-	FAXDC2	ENST00000520461	0.02	HNRNPM
chr3:17562019-17562142	-	TBC1D5	ENST00000429383	0.457	chr6:38003691-38003783	+	ZFAND3	ENST00000474522	-0.0	HNRNPM
chr19:56833643-56833763	-	PEG3	ENST00000650632	0.515	chr12:8943801-8943910	-	M6PR	ENST00000000412	0.0	HNRNPM
chr19:56833290-56833420	-	PEG3	ENST00000650632	-0.542	chrX:47657183-47657290	-	UXT	ENST00000333119	0.02	HNRNPM
chr2:28327274-28327447	+	BABAM2	ENST00000344773	-0.193	chr17:49732551-49732720	-	FAM117A	ENST00000240364	0.0	HNRNPM
chr3:121719646-121719753	-	GOLGB1	ENST00000340645	0.469	chr22:40830840-40830956	-	ST13	ENST00000216218	0.0	HNRNPM
chr11:86270083-86270157	+	EED	ENST00000351625	0.365	chr18:10741031-10741102	-	PIEZO2	ENST00000674853	-0.01	HNRNPM
chr10:95414494-95414655	-	SORBS1	ENST00000371245	-0.397	chr5:178138108-178138258	+	RMND5B	ENST00000313386	0.02	HNRNPM
chr10:122428276-122428420	+	PLEKHA1	ENST00000368988	-0.215	chr4:73419507-73419639	+	ALB	ENST00000295897	-0.0	HNRNPM
chr10:132348963-132349057	+	LRRC27	ENST00000344079	0.267	chr2:240017815-240017905	-	NDUFA10	ENST00000307300	0.0	HNRNPM
chr5:154950803-154950938	+	MRPL22	ENST00000522038	0.259	chr13:21391722-21391854	-	ZDHHC20	ENST00000400590	0.01	HNRNPM
chr5:95487653-95487694	-	SKIC3	ENST00000698479	0.247	chrX:41339039-41339083	+	DDX3X	ENST00000644074	0.01	HNRNPM
chr6:167013508-167013567	+	ENSG00000272980	ENST00000705250	-0.242	chr17:58724040-58724100	+	RAD51C	ENST00000337432	-0.02	HNRNPM
chr1:160261285-160261325	-	DCAF8	ENST00000475733	0.343	chr3:45690348-45690387	+	SACM1L	ENST00000418611	-0.01	HNRNPM
chr8:22059373-22059496	+	DMTN	ENST00000517418	-0.19	chr22:45543401-45543526	+	FBLN1	ENST00000327858	-0.0	HNRNPM
chr14:24234113-24234241	+	GMPR2	ENST00000561035	0.493	chr5:31530798-31530924	-	DROSHA	ENST00000344624	-0.0	HNRNPM
chr1:77746399-77746556	-	USP33	ENST00000524536	0.931	chr9:5812889-5813035	-	ERMP1	ENST00000339450	0.0	HNRNPM
chr6:138926401-138926478	-	REPS1	ENST00000530255	0.356	chr14:30643316-30643405	+	SCFD1	ENST00000458591	0.01	HNRNPM
chr6:689139-689212	-	EXOC2	ENST00000443083	0.221	chr16:28208987-28209055	-	XPO6	ENST00000566073	0.01	HNRNPM
chr5:74637494-74637618	-	ENC1	ENST00000508331	0.253	chr16:28177220-28177332	-	XPO6	ENST00000304658	0.01	HNRNPM
chr14:45250031-45250138	-	MIS18BP1	ENST00000451174	0.571	chr20:492254-492364	-	CSNK2A1	ENST00000217244	0.0	HNRNPM
chr17:78823113-78823183	-	USP36	ENST00000586066	0.216	chr19:10330460-10330526	-	RAVER1	ENST00000617231	0.01	HNRNPM
chr9:83666350-83666394	-	UBQLN1	ENST00000526134	0.297	chr4:53382278-53382335	+	FIP1L1	ENST00000337488	0.0	HNRNPM
chr16:57175539-57175700	-	PSME3IP1	ENST00000566681	-0.314	chr9:19082873-19083043	-	HAUS6	ENST00000380502	0.02	HNRNPM
chr16:25013863-25013956	-	ARHGAP17	ENST00000455311	0.266	chr3:53043136-53043254	-	SFMBT1	ENST00000482396	0.02	HNRNPM
chr3:9468519-9468575	+	SETD5	ENST00000421188	0.434	chrX:2738203-2738256	+	CD99	ENST00000611428	-0.0	HNRNPM
chr4:158833801-158833890	+	FNIP2	ENST00000504715	-0.316	chr1:109065797-109065918	-	TAF13	ENST00000692048	0.01	HNRNPM
chr1:160261285-160261350	-	DCAF8	ENST00000440682	0.278	chr11:78138710-78138767	-	ALG8	ENST00000525761	-0.0	HNRNPM
chr15:60478568-60478660	-	ICE2	ENST00000560406	0.267	chr8:56074060-56074159	-	RPS20	ENST00000009589	-0.0	HNRNPM
