exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr1:93129278-93129448	+	MTF2	ENST00000370298	0.193	chr14:91470837-91470995	-	PPP4R3A	ENST00000554943	0.01	TARDBP
chr14:37696717-37696835	+	TTC6	ENST00000553443	0.477	chr17:16126082-16126206	-	NCOR1	ENST00000268712	0.0	TARDBP
chr12:55997615-55997723	+	SUOX	ENST00000266971	-0.286	chrX:48987785-48987877	-	GRIPAP1	ENST00000376423	0.01	TARDBP
chr12:68316581-68316610	-	MDM1	ENST00000682720	0.47	chr12:19518087-19518113	+	AEBP2	ENST00000398864	0.01	TARDBP
chr2:74142272-74142360	-	BOLA3	ENST00000327428	-0.191	chr19:17177797-17177886	+	MYO9B	ENST00000602177	0.02	TARDBP
chr2:215380811-215381080	-	FN1	ENST00000354785	-0.148	chr15:75412763-75413045	-	SIN3A	ENST00000394947	0.0	TARDBP
chr1:231367569-231367636	-	EGLN1	ENST00000366641	-0.185	chr18:36141137-36141201	+	ELP2	ENST00000358232	0.01	TARDBP
chr2:191400749-191400835	+	MYO1B	ENST00000392318	-0.274	chr14:20351047-20351122	+	PARP2	ENST00000429687	0.01	TARDBP
chr1:224960153-224960302	+	DNAH14	ENST00000682510	0.284	chr9:123173677-123173842	-	STRBP	ENST00000348403	-0.0	TARDBP
chr2:227352514-227352573	+	MFF	ENST00000304593	0.232	chr4:84844456-84844509	-	WDFY3	ENST00000514071	0.01	TARDBP
chr2:227347226-227347384	+	MFF	ENST00000304593	0.179	chr18:42057883-42058051	+	PIK3C3	ENST00000262039	0.01	TARDBP
chr6:31355107-31355223	-	HLA-B	ENST00000412585	0.387	chr6:31269966-31270085	-	HLA-C	ENST00000376228	0.02	TARDBP
chr11:124626473-124626609	+	TBRG1	ENST00000441174	-0.368	chr1:109237244-109237373	+	SARS1	ENST00000234677	0.0	TARDBP
chr9:127397905-127398111	+	SLC2A8	ENST00000373371	-0.262	chr21:45530770-45530971	-	SLC19A1	ENST00000311124	0.01	TARDBP
chr9:132618330-132618441	-	DDX31	ENST00000372159	0.351	chr1:155717006-155717128	+	DAP3	ENST00000368336	-0.01	TARDBP
chr10:104010816-104010908	+	SLK	ENST00000369755	0.329	chr1:227047927-227048010	-	CDC42BPA	ENST00000366766	-0.0	TARDBP
chr7:5421060-5421489	-	TNRC18	ENST00000430969	-0.387	chr12:124372022-124372610	-	NCOR2	ENST00000405201	-0.01	TARDBP
chr1:46688353-46688544	-	EFCAB14	ENST00000371933	-0.344	chr9:19119650-19119831	-	PLIN2	ENST00000276914	-0.0	TARDBP
chrX:106839308-106839457	+	TBC1D8B	ENST00000357242	0.22	chr4:98416745-98416888	+	RAP1GDS1	ENST00000408927	-0.02	TARDBP
chr9:128187863-128187934	-	CIZ1	ENST00000372938	0.162	chr2:119370740-119370802	+	DBI	ENST00000355857	-0.0	TARDBP
chr2:101863821-101864051	+	MAP4K4	ENST00000324219	-0.244	chr12:107753924-107754109	-	PRDM4	ENST00000228437	0.02	TARDBP
chr2:101868029-101868037	+	MAP4K4	ENST00000324219	-0.145	chr22:29274268-29274282	+	EWSR1	ENST00000447973	-0.0	TARDBP
chr17:44732178-44732265	+	DBF4B	ENST00000315005	-0.552	chr19:19494294-19494383	+	GATAD2A	ENST00000683918	-0.02	TARDBP
chr16:24553513-24553557	+	RBBP6	ENST00000319715	-0.195	chr2:180987338-180987394	+	UBE2E3	ENST00000602632	0.02	TARDBP
chr8:22412037-22412206	+	SLC39A14	ENST00000381237	-0.26	chr16:27352540-27352696	+	IL4R	ENST00000395762	-0.02	TARDBP
chr6:130878104-130878250	-	EPB41L2	ENST00000337057	0.201	chrX:30852778-30852938	-	TAB3	ENST00000288422	0.02	TARDBP
chr15:29719777-29720016	-	TJP1	ENST00000614355	0.347	chr4:68930546-68930765	-	UGT2A3	ENST00000251566	0.02	TARDBP
chr2:152679056-152679109	-	PRPF40A	ENST00000545856	-0.152	chr2:222923078-222923149	+	ACSL3	ENST00000357430	-0.0	TARDBP
chr20:23397072-23397188	-	NAPB	ENST00000377026	0.35	chr6:87663003-87663144	+	ORC3	ENST00000392844	0.0	TARDBP
chr6:90544552-90544632	-	MAP3K7	ENST00000369329	0.332	chr12:15681226-15681302	-	EPS8	ENST00000281172	0.0	TARDBP
chr12:27677064-27677096	+	PPFIBP1	ENST00000228425	0.343	chr5:150755531-150755567	-	DCTN4	ENST00000627368	0.01	TARDBP
chr10:78040204-78040225	+	RPS24	ENST00000372360	0.39	chr12:96017557-96017580	-	LTA4H	ENST00000228740	-0.0	TARDBP
chr1:162592732-162592782	+	UAP1	ENST00000367925	0.341	chr3:37063742-37063791	-	LRRFIP2	ENST00000336686	0.01	TARDBP
chr6:111700104-111700268	-	FYN	ENST00000354650	0.578	chr3:12604136-12604289	-	RAF1	ENST00000251849	-0.0	TARDBP
chr1:156938418-156938513	-	ARHGEF11	ENST00000368194	-0.366	chr9:37429732-37429836	+	GRHPR	ENST00000318158	-0.0	TARDBP
chr19:42511576-42511628	-	CEACAM1	ENST00000161559	-0.33	chr12:53038356-53038411	+	EIF4B	ENST00000262056	0.0	TARDBP
chr18:58335478-58335537	+	NEDD4L	ENST00000400345	0.347	chrX:108202928-108202981	-	COL4A6	ENST00000334504	-0.02	TARDBP
chr4:40935077-40935139	-	APBB2	ENST00000508593	0.419	chr5:171400153-171400210	+	NPM1	ENST00000296930	-0.0	TARDBP
chr1:156245535-156245661	-	PAQR6	ENST00000292291	0.432	chr19:10091476-10091630	+	SHFL	ENST00000253110	0.01	TARDBP
chr3:69080112-69080153	-	UBA3	ENST00000361055	-0.32	chr2:21043513-21043551	-	APOB	ENST00000233242	-0.0	TARDBP
chr12:62566014-62566031	+	MON2	ENST00000393630	0.343	chr12:110436665-110436683	-	ARPC3	ENST00000426440	-0.01	TARDBP
chr8:73030336-73030395	+	TERF1	ENST00000276603	0.45	chr6:138917555-138917624	-	REPS1	ENST00000258062	0.0	TARDBP
chr3:152455542-152455577	+	MBNL1	ENST00000324210	-0.254	chr6:127331830-127331867	-	ECHDC1	ENST00000430841	0.02	TARDBP
chr2:38989270-38989314	-	SOS1	ENST00000402219	0.197	chr9:13165367-13165408	-	MPDZ	ENST00000546205	0.01	TARDBP
chr4:53379073-53379117	+	FIP1L1	ENST00000337488	0.226	chr6:150877634-150877684	+	MTHFD1L	ENST00000367321	-0.0	TARDBP
chr3:49311514-49311654	-	USP4	ENST00000265560	-0.301	chr15:90984693-90984825	-	PRC1	ENST00000394249	0.01	TARDBP
chr10:5714135-5714207	+	TASOR2	ENST00000695737	0.238	chr18:10741031-10741102	-	PIEZO2	ENST00000674853	-0.0	TARDBP
chr17:32366665-32366757	+	ZNF207	ENST00000394670	0.23	chr6:99550218-99550309	-	CCNC	ENST00000520429	0.01	TARDBP
chr1:39465095-39465112	+	MACF1	ENST00000564288	0.474	chr18:36805374-36805397	-	TPGS2	ENST00000593035	0.01	TARDBP
chr6:142383760-142383843	+	ADGRG6	ENST00000367609	0.194	chr14:30707990-30708065	+	SCFD1	ENST00000458591	-0.0	TARDBP
chr18:10735232-10735330	-	PIEZO2	ENST00000674853	0.137	chr2:60771519-60771630	+	PAPOLG	ENST00000238714	-0.0	TARDBP
chr9:121171408-121171548	+	CNTRL	ENST00000373855	0.41	chr5:36168313-36168447	+	SKP2	ENST00000274255	0.01	TARDBP
chr10:24494500-24494604	+	KIAA1217	ENST00000376454	0.389	chr16:69447150-69447278	+	CYB5B	ENST00000307892	0.0	TARDBP
chr14:53051844-53051927	-	DDHD1	ENST00000673822	-0.447	chr9:107302035-107302114	+	RAD23B	ENST00000358015	-0.0	TARDBP
chr17:8576643-8576672	-	MYH10	ENST00000360416	0.142	chr16:69448115-69448144	+	CYB5B	ENST00000307892	-0.0	TARDBP
chr6:17789872-17789910	-	KIF13A	ENST00000259711	0.388	chr15:64123503-64123546	+	SNX1	ENST00000559844	-0.0	TARDBP
chr21:42896927-42897047	+	NDUFV3	ENST00000354250	-0.145	chr17:39519956-39520087	+	CDK12	ENST00000447079	-0.0	TARDBP
chr22:37023752-37023927	+	MPST	ENST00000341116	-0.635	chrX:149934377-149934568	-	EOLA2	ENST00000483447	-0.01	TARDBP
chr6:30885625-30885680	+	DDR1	ENST00000452441	0.393	chr7:74401505-74401567	+	CLIP2	ENST00000223398	-0.0	TARDBP
chr3:50321366-50321773	-	HYAL2	ENST00000442581	0.4	chrX:154013043-154013433	-	IRAK1	ENST00000369980	0.01	TARDBP
chr5:74637565-74637701	-	ENC1	ENST00000618628	-0.312	chr1:202774613-202774735	-	KDM5B	ENST00000367265	-0.02	TARDBP
chr5:66158809-66158932	+	SREK1	ENST00000380918	0.217	chr1:98691075-98691185	+	SNX7	ENST00000306121	-0.02	TARDBP
chr17:78998148-78998286	-	CANT1	ENST00000591773	-0.189	chr17:81847243-81847347	-	P4HB	ENST00000331483	-0.0	TARDBP
chr11:75479244-75479488	-	GDPD5	ENST00000529721	-0.41	chr19:16555152-16555397	-	SLC35E1	ENST00000595753	0.0	TARDBP
chr16:20911183-20911264	+	LYRM1	ENST00000569023	-0.454	chr6:35591130-35591220	-	FKBP5	ENST00000357266	0.0	TARDBP
chr17:76090329-76090397	-	EXOC7	ENST00000634349	0.252	chr19:1090908-1090988	-	POLR2E	ENST00000615234	0.0	TARDBP
chr11:908542-908645	-	CHID1	ENST00000436108	-0.317	chr21:46219476-46219572	-	LSS	ENST00000397728	0.0	TARDBP
chr19:44914672-44914733	+	APOC1	ENST00000588750	-0.15	chr1:161306108-161306168	-	MPZ	ENST00000533357	-0.01	TARDBP
chr7:22946952-22947247	-	HYCC1	ENST00000409923	0.434	chr17:67167463-67167796	-	HELZ	ENST00000358691	-0.02	TARDBP
chr10:78037439-78037441	+	RPS24	ENST00000464716	0.195	chr2:201640261-201640265	-	TMEM237	ENST00000409883	0.0	TARDBP
chr13:26680035-26680201	+	WASF3	ENST00000361042	-0.514	chr15:24974288-24974456	+	SNRPN	ENST00000577565	0.01	TARDBP
chr8:17554946-17555082	+	SLC7A2	ENST00000470360	0.296	chr5:74730260-74730398	-	GFM2	ENST00000296805	0.0	TARDBP
chr1:151324745-151324917	-	PI4KB	ENST00000368872	-0.707	chr1:26259617-26259802	+	CEP85	ENST00000451429	-0.02	TARDBP
chr12:121402742-121402807	+	RNF34	ENST00000392465	-0.185	chr3:196283475-196283538	-	PCYT1A	ENST00000292823	0.01	TARDBP
chr9:32988083-32988124	-	APTX	ENST00000673248	0.244	chr20:16382098-16382130	-	KIF16B	ENST00000635823	-0.01	TARDBP
chrX:38287094-38287245	-	RPGR	ENST00000642395	0.289	chr3:47635190-47635344	-	SMARCC1	ENST00000254480	0.0	TARDBP
chr6:142440908-142440953	+	ADGRG6	ENST00000296932	0.293	chr2:171058151-171058197	-	TLK1	ENST00000431350	-0.01	TARDBP
chr1:225504991-225505053	-	ENAH	ENST00000366844	0.339	chr1:62583184-62583254	-	DOCK7	ENST00000635253	0.01	TARDBP
chr21:37072145-37072310	-	PIGP	ENST00000399098	-0.395	chr1:10337371-10337533	+	KIF1B	ENST00000676179	-0.02	TARDBP
chr22:42601970-42602107	-	POLDIP3	ENST00000451060	-0.442	chr2:241343752-241343897	+	SEPTIN2	ENST00000391971	-0.0	TARDBP
chr12:867866-869104	+	WNK1	ENST00000340908	0.138	chr2:43699647-43700608	+	PLEKHH2	ENST00000282406	0.02	TARDBP
chr16:77736650-77736743	+	NUDT7	ENST00000564085	-0.282	chrX:78118051-78118170	+	PGK1	ENST00000373316	0.0	TARDBP
chr17:17180607-17180669	+	MPRIP	ENST00000341712	0.301	chr8:22636525-22636586	-	BIN3	ENST00000276416	0.0	TARDBP
chrX:38287094-38288041	-	RPGR	ENST00000339363	0.222	chr17:61982198-61983114	-	MED13	ENST00000397786	0.02	TARDBP
chrX:106839326-106839457	+	TBC1D8B	ENST00000276175	0.26	chr11:106090557-106090678	+	AASDHPPT	ENST00000278618	-0.01	TARDBP
chr11:117187892-117187954	+	SIDT2	ENST00000628876	0.21	chr7:100562863-100562946	+	AGFG2	ENST00000300176	0.01	TARDBP
chr15:89245756-89245839	+	FANCI	ENST00000567996	-0.174	chr3:196071396-196071498	-	TFRC	ENST00000360110	-0.0	TARDBP
chr5:141938856-141938904	+	DELE1	ENST00000507481	0.456	chr2:27497562-27497630	+	GCKR	ENST00000264717	-0.0	TARDBP
chr4:82830937-82830975	-	SEC31A	ENST00000503937	0.512	chr2:227550059-227550106	+	AGFG1	ENST00000458212	-0.0	TARDBP
chr16:635518-635774	-	METTL26	ENST00000568830	0.351	chr16:376544-376812	-	PGAP6	ENST00000431232	-0.01	TARDBP
chr16:57174169-57174286	-	PSME3IP1	ENST00000567044	-0.376	chr3:3136681-3136797	+	TRNT1	ENST00000698413	-0.0	TARDBP
chr16:57174620-57174688	-	PSME3IP1	ENST00000566584	0.44	chr8:97815328-97815401	+	LAPTM4B	ENST00000521545	0.0	TARDBP
chr4:158833801-158833890	+	FNIP2	ENST00000504715	0.355	chr12:69598322-69598421	+	CCT2	ENST00000299300	-0.0	TARDBP
