exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr12:51056144-51056245	+	LETMD1	ENST00000262055	-0.317	chr15:28176687-28176768	-	HERC2	ENST00000261609	-0.01	SF1
chrX:2408745-2408813	-	DHRSX	ENST00000334651	-0.289	chr5:140281449-140281533	-	PFDN1	ENST00000261813	-0.0	SF1
chr2:85355076-85355170	+	ELMOD3	ENST00000409013	-0.419	chr7:127589485-127589594	+	ARF5	ENST00000000233	-0.01	SF1
chr15:75859878-75859982	+	UBE2Q2	ENST00000267938	0.265	chr6:111322569-111322678	-	REV3L	ENST00000368802	0.02	SF1
chr12:51053778-51053860	+	LETMD1	ENST00000262055	0.149	chr17:18306891-18306966	-	TOP3A	ENST00000321105	-0.02	SF1
chr1:161160366-161160506	+	USP21	ENST00000368002	-0.458	chr17:63830809-63830935	+	PSMC5	ENST00000310144	0.01	SF1
chr12:53105907-53106014	+	SOAT2	ENST00000301466	-0.607	chr3:48535533-48535658	-	PFKFB4	ENST00000416568	-0.0	SF1
chr15:74622120-74622216	+	CLK3	ENST00000395066	-0.157	chr17:81893104-81893187	+	ANAPC11	ENST00000577747	-0.02	SF1
chr13:114282837-114282943	+	UPF3A	ENST00000375299	0.51	chr15:34987557-34987673	-	ZNF770	ENST00000356321	-0.01	SF1
chr13:114286302-114286400	+	UPF3A	ENST00000375299	-0.257	chr10:5921258-5921357	+	FBH1	ENST00000362091	-0.0	SF1
chr2:215380811-215381080	-	FN1	ENST00000354785	0.147	chr9:121150170-121150483	+	CNTRL	ENST00000373855	-0.02	SF1
chr2:20801310-20801465	-	LDAH	ENST00000237822	-0.438	chr20:8684932-8685078	+	PLCB1	ENST00000338037	0.01	SF1
chr1:244841944-244842058	+	COX20	ENST00000411948	-0.207	chrX:40597249-40597344	+	ATP6AP2	ENST00000636580	0.01	SF1
chr12:76074203-76074239	-	NAP1L1	ENST00000618691	0.462	chr1:86887156-86887196	-	SELENOF	ENST00000401030	-0.01	SF1
chr1:205771472-205771653	-	RAB29	ENST00000367139	-0.307	chr6:137880071-137880252	+	TNFAIP3	ENST00000612899	0.02	SF1
chr7:76400286-76400591	-	SSC4D	ENST00000275560	-0.608	chr19:49664674-49664950	-	IRF3	ENST00000598108	-0.02	SF1
chr2:241570125-241570288	+	BOK	ENST00000318407	-0.389	chr22:24176111-24176275	+	CABIN1	ENST00000263119	-0.01	SF1
chr1:212887891-212888001	+	FLVCR1	ENST00000366971	-0.24	chr4:169007636-169007756	-	CBR4	ENST00000306193	0.0	SF1
chr2:219247113-219247246	+	STK16	ENST00000396738	-0.165	chr16:30354184-30354322	-	CD2BP2	ENST00000305596	0.01	SF1
chr2:219217670-219217807	-	ABCB6	ENST00000265316	-0.24	chr12:56094402-56094556	+	ERBB3	ENST00000267101	-0.01	SF1
chr5:95919424-95919545	-	ELL2	ENST00000237853	0.239	chrX:20209288-20209404	-	RPS6KA3	ENST00000379565	-0.0	SF1
chr11:31463172-31463305	-	IMMP1L	ENST00000532287	0.501	chr15:99671323-99671454	+	MEF2A	ENST00000557942	-0.02	SF1
chr11:124626473-124626609	+	TBRG1	ENST00000441174	-0.288	chr17:28639901-28640025	-	BLTP2	ENST00000528896	-0.01	SF1
chr17:36486935-36486966	+	ZNHIT3	ENST00000617429	-0.214	chr4:39527053-39527119	-	UGDH	ENST00000515021	0.0	SF1
chr6:110404774-110404950	-	DDO	ENST00000368924	-0.377	chr17:29648144-29648344	-	SSH2	ENST00000540801	-0.02	SF1
chr6:131733588-131733723	+	ENPP3	ENST00000357639	0.32	chr3:47046487-47046621	-	SETD2	ENST00000409792	0.0	SF1
chr9:125506310-125506417	-	MAPKAP1	ENST00000265960	0.208	chr8:23043138-23043243	-	TNFRSF10B	ENST00000276431	-0.01	SF1
chr6:152991185-152991321	-	MTRF1L	ENST00000367233	-0.265	chr2:71368382-71368528	+	ZNF638	ENST00000264447	0.01	SF1
chr17:78120653-78120832	-	TMC6	ENST00000590602	-0.207	chr3:184316072-184316218	+	EIF4G1	ENST00000414031	-0.01	SF1
chr6:122427903-122427956	+	HSF2	ENST00000368455	0.323	chr4:105449350-105449403	-	PPA2	ENST00000341695	0.01	SF1
chr9:114250615-114250668	+	COL27A1	ENST00000356083	-0.171	chr19:49351301-49351365	-	TEAD2	ENST00000593945	0.0	SF1
chr17:51259143-51259206	-	MBTD1	ENST00000586178	0.418	chrX:152831634-152831700	+	NSDHL	ENST00000440023	-0.0	SF1
chr9:112275844-112276013	-	PTBP3	ENST00000374257	-0.188	chr17:59764971-59765138	+	VMP1	ENST00000262291	0.0	SF1
chr17:43545558-43545668	-	ETV4	ENST00000319349	-0.168	chr19:2431783-2431902	-	LMNB2	ENST00000325327	-0.0	SF1
chr18:677345-677444	-	ENOSF1	ENST00000647584	-0.448	chr1:153667555-153667657	-	ILF2	ENST00000361891	-0.0	SF1
chr17:81893552-81893614	+	ANAPC11	ENST00000344877	-0.2	chr19:47490788-47490856	-	NAPA	ENST00000263354	-0.0	SF1
chr12:1801574-1801644	-	CACNA2D4	ENST00000382722	-0.227	chr9:114231079-114231132	+	COL27A1	ENST00000356083	-0.0	SF1
chr7:134989250-134989310	+	AGBL3	ENST00000436302	-0.296	chr6:112084189-112084246	-	TUBE1	ENST00000368662	-0.02	SF1
chr16:90035633-90035687	+	GAS8	ENST00000268699	-0.382	chr10:122215391-122215451	+	TACC2	ENST00000369005	-0.01	SF1
chr11:126274927-126275021	+	FOXRED1	ENST00000263578	-0.25	chr9:127449610-127449708	-	RPL12	ENST00000361436	-0.0	SF1
chr1:12338231-12338305	+	VPS13D	ENST00000620676	0.193	chr13:52423574-52423639	-	VPS36	ENST00000378060	-0.02	SF1
chr16:30001414-30001530	+	INO80E	ENST00000563197	-0.322	chr2:240871349-240871449	+	AGXT	ENST00000307503	0.01	SF1
chr5:154950821-154950938	+	MRPL22	ENST00000523037	0.235	chr19:34208929-34209051	+	LSM14A	ENST00000544216	0.02	SF1
chr2:53808299-53808460	+	ERLEC1	ENST00000185150	0.232	chr11:3713818-3713995	-	NUP98	ENST00000324932	0.01	SF1
chr11:59109540-59109706	+	FAM111B	ENST00000343597	0.524	chr6:18236452-18236600	-	DEK	ENST00000652689	0.0	SF1
chr22:38128269-38128430	-	PLA2G6	ENST00000332509	-0.323	chr2:127421283-127421449	+	PROC	ENST00000234071	0.01	SF1
chr7:72940817-72940993	+	POM121	ENST00000434423	-0.272	chr1:20653627-20653774	-	DDOST	ENST00000602624	-0.0	SF1
chr4:52069821-52069916	+	SPATA18	ENST00000295213	0.476	chr1:114741527-114741615	-	CSDE1	ENST00000438362	0.0	SF1
chr4:52062220-52062332	+	SPATA18	ENST00000295213	0.407	chr15:59650669-59650773	-	GTF2A2	ENST00000396060	-0.0	SF1
chr4:52060782-52060897	+	SPATA18	ENST00000295213	-0.5	chr4:17582288-17582393	+	LAP3	ENST00000226299	-0.0	SF1
chr14:74824256-74824307	+	YLPM1	ENST00000325680	-0.216	chr5:73852650-73852692	+	ARHGEF28	ENST00000513042	0.02	SF1
chr14:88393393-88393488	+	SPATA7	ENST00000393545	0.683	chr14:55667241-55667330	+	KTN1	ENST00000395314	0.0	SF1
chr11:10801661-10801774	-	EIF4G2	ENST00000339995	-0.15	chr2:200815667-200815761	+	BZW1	ENST00000409600	-0.0	SF1
chr17:38364752-38364856	+	SOCS7	ENST00000612932	0.331	chr7:140474381-140474489	-	MKRN1	ENST00000473444	0.01	SF1
chr16:29996808-29996860	+	INO80E	ENST00000563197	-0.292	chr6:31753567-31753629	+	MSH5	ENST00000375750	-0.02	SF1
chr15:29719777-29720016	-	TJP1	ENST00000614355	-0.227	chr2:200861238-200861466	-	CLK1	ENST00000321356	-0.0	SF1
chr6:26372897-26373097	+	BTN3A2	ENST00000377708	-0.202	chrX:78124874-78125051	+	PGK1	ENST00000373316	0.0	SF1
chr7:24863200-24863292	-	OSBPL3	ENST00000313367	0.345	chr2:241266537-241266627	-	HDLBP	ENST00000449864	0.0	SF1
chr22:50457034-50457111	-	SBF1	ENST00000380817	-0.237	chr19:18905867-18905935	-	COPE	ENST00000600932	-0.0	SF1
chr14:104715284-104715340	+	INF2	ENST00000392634	-0.35	chr20:3194830-3194868	-	DDRGK1	ENST00000354488	-0.0	SF1
chr22:29329712-29329720	-	AP1B1	ENST00000357586	-0.278	chr3:52804726-52804734	+	ITIH3	ENST00000449956	-0.0	SF1
chr6:85641292-85641451	-	SYNCRIP	ENST00000369622	-0.151	chr17:77142646-77142750	+	SEC14L1	ENST00000436233	-0.02	SF1
chr1:23340852-23341017	-	HNRNPR	ENST00000302271	-0.185	chr1:84501826-84501970	-	GNG5	ENST00000370645	-0.0	SF1
chr2:20278583-20278819	-	PUM2	ENST00000361078	0.269	chr7:103697853-103698093	-	RELN	ENST00000428762	0.01	SF1
chr2:19960554-19960614	-	WDR35	ENST00000281405	0.326	chr13:21514353-21514418	-	MICU2	ENST00000382374	0.01	SF1
chr14:30929201-30929311	-	STRN3	ENST00000357479	0.308	chr5:140464667-140464776	+	ANKHD1	ENST00000360839	-0.01	SF1
chr20:23397072-23397188	-	NAPB	ENST00000377026	-0.525	chr6:87663003-87663144	+	ORC3	ENST00000392844	-0.01	SF1
chr3:146077862-146077924	-	PLOD2	ENST00000282903	0.278	chr15:48167349-48167401	-	MYEF2	ENST00000324324	-0.01	SF1
chr12:62349221-62349307	+	USP15	ENST00000280377	0.408	chr5:115866670-115866761	+	AP3S1	ENST00000316788	-0.0	SF1
chr2:233273721-233273777	+	ATG16L1	ENST00000392017	0.183	chr17:43202655-43202712	+	NBR1	ENST00000590996	-0.02	SF1
chr1:178892230-178892307	+	RALGPS2	ENST00000367635	0.444	chr6:78985352-78985428	-	PHIP	ENST00000275034	-0.01	SF1
chr10:78040204-78040225	+	RPS24	ENST00000372360	0.222	chr10:78040201-78040225	+	RPS24	ENST00000435275	0.01	SF1
chr1:167773236-167773368	+	MPZL1	ENST00000359523	-0.435	chr6:17605874-17606013	+	FAM8A1	ENST00000259963	-0.01	SF1
chr1:167776064-167776166	+	MPZL1	ENST00000359523	0.317	chr3:170145423-170145521	-	PHC3	ENST00000495893	-0.02	SF1
chr19:42371350-42371482	+	MEGF8	ENST00000251268	-0.248	chr1:204117593-204117707	+	SOX13	ENST00000367204	-0.01	SF1
chr5:148427213-148427947	+	FBXO38	ENST00000340253	0.227	chr3:47056821-47057490	-	SETD2	ENST00000409792	-0.01	SF1
chr4:75653983-75654081	-	G3BP2	ENST00000359707	0.153	chr2:38854054-38854178	-	DHX57	ENST00000457308	-0.02	SF1
chr11:118918826-118918879	-	BCL9L	ENST00000683865	-0.434	chr17:7208174-7208239	-	DLG4	ENST00000399506	-0.02	SF1
chr1:155268708-155268795	-	CLK2	ENST00000368361	-0.306	chr19:36013344-36013422	-	ALKBH6	ENST00000378875	-0.02	SF1
chr11:3685973-3686194	-	NUP98	ENST00000324932	0.265	chr3:56732238-56732424	-	ARHGEF3	ENST00000296315	0.02	SF1
chr17:8210177-8210249	-	AURKB	ENST00000585124	-0.24	chr19:49007302-49007368	+	RUVBL2	ENST00000595090	-0.01	SF1
chr1:114397940-114397990	-	TRIM33	ENST00000358465	-0.209	chr5:31409250-31409332	-	DROSHA	ENST00000344624	0.0	SF1
chr3:107789787-107789876	+	BBX	ENST00000325805	0.228	chr6:87601784-87601881	+	ORC3	ENST00000392844	-0.0	SF1
chr6:85538838-85538864	-	SNX14	ENST00000314673	0.301	chr13:25319326-25319350	+	NUP58	ENST00000381736	0.02	SF1
chr21:33826818-33826863	+	ITSN1	ENST00000381318	0.394	chr2:32206886-32206933	+	SLC30A6	ENST00000282587	-0.01	SF1
chr1:2389925-2389996	-	MORN1	ENST00000378531	-0.375	chr18:659641-659714	+	TYMS	ENST00000323274	-0.0	SF1
chr17:37520179-37520214	-	SYNRG	ENST00000612223	-0.463	chr5:133992306-133992355	-	VDAC1	ENST00000265333	-0.0	SF1
chr4:1803692-1803836	+	FGFR3	ENST00000440486	0.396	chr5:177459603-177459740	-	DBN1	ENST00000393565	-0.0	SF1
chr2:25383836-25383889	-	DTNB	ENST00000406818	-0.287	chr11:68900548-68900605	-	MRPL21	ENST00000362034	0.01	SF1
chr8:73030336-73030395	+	TERF1	ENST00000276603	0.342	chr4:53382278-53382335	+	FIP1L1	ENST00000337488	-0.0	SF1
chr19:19501969-19502043	+	GATAD2A	ENST00000683918	-0.328	chr12:121857757-121857819	-	HPD	ENST00000289004	-0.0	SF1
chr19:5218787-5218798	-	PTPRS	ENST00000262963	-0.345	chr19:17217453-17217462	+	USE1	ENST00000263897	0.02	SF1
chr16:4680032-4680097	+	MGRN1	ENST00000262370	-0.382	chr17:57869122-57869193	-	CUEDC1	ENST00000577830	-0.02	SF1
chr1:17634548-17634562	+	ARHGEF10L	ENST00000361221	-0.613	chr20:24964375-24964398	-	APMAP	ENST00000451442	-0.01	SF1
chr9:19336686-19336832	+	DENND4C	ENST00000434457	0.301	chr7:116252318-116252476	+	TES	ENST00000358204	0.01	SF1
chr4:53391430-53391498	+	FIP1L1	ENST00000337488	0.224	chr11:124993169-124993243	+	CCDC15	ENST00000344762	-0.01	SF1
chr12:42384940-42384996	+	PPHLN1	ENST00000358314	-0.307	chr2:168065319-168065381	-	STK39	ENST00000355999	0.0	SF1
chr20:36173764-36173954	+	EPB41L1	ENST00000338074	-0.35	chr7:47346187-47346356	-	TNS3	ENST00000311160	-0.01	SF1
chrX:47175019-47175092	+	RBM10	ENST00000377604	-0.234	chr20:36499242-36499321	+	DLGAP4	ENST00000373913	-0.02	SF1
chr10:101430345-101430452	+	BTRC	ENST00000370187	-0.446	chr2:158533180-158533316	+	PKP4	ENST00000389759	-0.01	SF1
chr6:8434385-8434430	-	SLC35B3	ENST00000644923	-0.287	chr5:31405677-31405723	-	DROSHA	ENST00000344624	-0.0	SF1
chr1:207790253-207790345	+	CD46	ENST00000367042	0.13	chr1:51776833-51776918	+	OSBPL9	ENST00000428468	0.01	SF1
chr20:58898941-58898985	+	GNAS	ENST00000371085	0.209	chr17:39719787-39719834	+	ERBB2	ENST00000269571	0.0	SF1
chr1:45607321-45608337	+	NASP	ENST00000350030	0.234	chr5:132896323-132897240	-	AFF4	ENST00000265343	-0.0	SF1
chr10:31839637-31839711	-	ARHGAP12	ENST00000344936	-0.319	chr2:11222083-11222174	-	ROCK2	ENST00000315872	0.0	SF1
chr11:3361743-3361889	-	ZNF195	ENST00000399602	0.26	chr7:103604346-103604483	-	RELN	ENST00000428762	-0.01	SF1
chr21:25997360-25997416	-	APP	ENST00000346798	0.213	chr3:122387464-122387515	+	FAM162A	ENST00000692876	-0.0	SF1
chr6:31888969-31889070	-	EHMT2	ENST00000375537	0.309	chr21:45480070-45480156	+	COL18A1	ENST00000651438	-0.02	SF1
chr10:24542693-24542770	+	KIAA1217	ENST00000376454	-0.357	chr9:125220327-125220397	+	RABEPK	ENST00000373544	-0.02	SF1
chr10:24494500-24494604	+	KIAA1217	ENST00000376454	0.226	chr9:130075636-130075749	+	GPR107	ENST00000347136	-0.01	SF1
chr11:2949227-2949264	-	NAP1L4	ENST00000380542	0.164	chr14:34581561-34581600	-	SNX6	ENST00000362031	0.0	SF1
chr3:37361243-37361305	+	GOLGA4	ENST00000361924	0.289	chr11:16748097-16748157	+	C11orf58	ENST00000228136	-0.01	SF1
chr8:38819522-38820635	+	TACC1	ENST00000317827	-0.449	chr16:68121987-68123121	+	NFATC3	ENST00000346183	-0.0	SF1
chr11:64235813-64236009	+	VEGFB	ENST00000309422	-0.446	chr22:20115266-20115447	-	TRMT2A	ENST00000252136	-0.01	SF1
chrX:17744071-17744219	+	SCML1	ENST00000380041	0.328	chr15:38464032-38464177	+	FAM98B	ENST00000397609	-0.01	SF1
chr6:34237204-34237317	+	HMGA1	ENST00000311487	-0.184	chr17:81251493-81251612	-	SLC38A10	ENST00000374759	-0.01	SF1
chr7:117134124-117134192	+	ST7	ENST00000323984	0.188	chr10:5105595-5105677	+	AKR1C3	ENST00000380554	-0.01	SF1
chr17:48057032-48057121	+	NFE2L1	ENST00000362042	-0.234	chr11:119028735-119028834	-	SLC37A4	ENST00000538950	0.01	SF1
chr11:57791385-57791673	+	CTNND1	ENST00000399050	0.27	chr12:95956685-95956962	+	AMDHD1	ENST00000266736	0.01	SF1
chr2:175121444-175121540	-	ATF2	ENST00000264110	0.338	chr2:207567463-207567563	+	CREB1	ENST00000353267	-0.01	SF1
chr2:240573775-240573891	+	RNPEPL1	ENST00000270357	0.5	chr1:1303162-1303281	-	ACAP3	ENST00000354700	0.01	SF1
chr7:134935688-134935765	+	CALD1	ENST00000361675	-0.121	chr8:109336128-109336204	+	ENY2	ENST00000521688	0.0	SF1
chr1:1847878-1848036	-	GNB1	ENST00000703693	0.283	chr2:215326822-215326978	+	ATIC	ENST00000236959	-0.0	SF1
chr7:10982372-10983159	+	PHF14	ENST00000634607	-0.202	chr2:62948260-62949162	+	EHBP1	ENST00000431489	0.0	SF1
chr13:36336287-36336358	-	SPART	ENST00000494062	-0.348	chr1:27897633-27897707	-	RPA2	ENST00000373912	-0.01	SF1
chr4:182916419-182916539	-	DCTD	ENST00000510370	-0.508	chr14:90398991-90399087	+	CALM1	ENST00000447653	0.01	SF1
chr20:44478624-44478647	+	TTPAL	ENST00000372904	0.192	chr7:74755509-74755537	+	GTF2I	ENST00000573035	-0.01	SF1
chr6:3003669-3003789	+	NQO2	ENST00000338130	0.15	chr7:45071750-45071872	+	CCM2	ENST00000480382	-0.02	SF1
chr6:30884538-30884710	+	DDR1	ENST00000324771	-0.417	chr4:6619927-6620044	+	MAN2B2	ENST00000285599	-0.01	SF1
chr6:63532337-63532530	+	PTP4A1	ENST00000648894	-0.47	chr12:15916117-15916316	+	DERA	ENST00000524480	-0.01	SF1
chr3:52704724-52704952	-	GLT8D1	ENST00000478968	-0.389	chr16:3992146-3992363	-	ADCY9	ENST00000294016	-0.01	SF1
chr3:51672210-51672301	+	TEX264	ENST00000611400	0.331	chr1:2056484-2056573	+	PRKCZ	ENST00000378567	-0.01	SF1
chr5:74637565-74637701	-	ENC1	ENST00000618628	-0.324	chr10:27158549-27158686	+	MASTL	ENST00000375940	-0.02	SF1
chr2:95405277-95405402	+	FAHD2A	ENST00000447036	-0.422	chr19:48982720-48982837	-	GYS1	ENST00000323798	-0.01	SF1
chr16:29809540-29809764	+	MAZ	ENST00000219782	-0.35	chr9:129009106-129009346	-	SH3GLB2	ENST00000372564	-0.01	SF1
chrX:71284402-71284453	+	NONO	ENST00000677612	-0.167	chr16:74908908-74908977	-	WDR59	ENST00000262144	-0.01	SF1
chr17:76090329-76090397	-	EXOC7	ENST00000634349	-0.511	chr2:240873978-240874062	+	AGXT	ENST00000307503	-0.01	SF1
chr11:908542-908645	-	CHID1	ENST00000436108	-0.255	chr16:505524-505627	+	RAB11FIP3	ENST00000262305	-0.0	SF1
chr22:36253838-36253991	+	APOL1	ENST00000319136	0.307	chr12:57771094-57771257	-	METTL1	ENST00000324871	0.02	SF1
chr1:23340852-23341020	-	HNRNPR	ENST00000374612	-0.194	chr4:24529601-24529770	-	DHX15	ENST00000336812	-0.0	SF1
chr3:52558249-52558413	-	PBRM1	ENST00000296302	-0.333	chr2:127996350-127996491	-	SAP130	ENST00000643581	-0.0	SF1
chr20:49179122-49179244	-	STAU1	ENST00000340954	-0.183	chr3:47435008-47435137	-	SCAP	ENST00000265565	-0.01	SF1
chr1:71065678-71065752	-	ZRANB2	ENST00000254821	-0.257	chr6:99544206-99544273	-	CCNC	ENST00000486428	0.01	SF1
chr12:114679913-114679972	-	TBX3	ENST00000257566	-0.225	chr20:34073563-34073635	+	RALY	ENST00000246194	0.0	SF1
chr1:40509458-40509625	+	EXO5	ENST00000682383	-0.525	chr4:39458394-39458598	-	RPL9	ENST00000645496	-0.0	SF1
chr2:44359497-44359750	-	PREPL	ENST00000410081	-0.271	chr3:23967813-23968023	+	NR1D2	ENST00000312521	-0.02	SF1
chr1:155268708-155268792	-	CLK2	ENST00000355560	-0.314	chr1:15427898-15428009	+	EFHD2	ENST00000445566	-0.0	SF1
chr3:142054115-142054149	-	TFDP2	ENST00000467072	0.212	chr6:156871614-156871652	+	ARID1B	ENST00000346085	0.02	SF1
chr7:149878678-149878746	+	ATP6V0E2	ENST00000479613	-0.159	chr17:81899242-81899327	+	ANAPC11	ENST00000584197	-0.01	SF1
chr1:24663183-24663224	+	SRRM1	ENST00000705682	-0.188	chr5:126582105-126582149	-	ALDH7A1	ENST00000636879	-0.01	SF1
chr5:90396493-90396564	-	CETN3	ENST00000522864	0.234	chr10:120880826-120880901	+	WDR11	ENST00000263461	-0.01	SF1
chr5:57237113-57237172	+	GPBP1	ENST00000424459	0.305	chr17:31207151-31207195	+	NF1	ENST00000696138	-0.01	SF1
chr2:187513616-187513646	-	TFPI	ENST00000409676	-0.301	chr15:34275345-34275389	-	SLC12A6	ENST00000354181	-0.01	SF1
chr1:32634702-32634792	-	ZBTB8OS	ENST00000373501	-0.284	chr3:10125626-10125708	+	BRK1	ENST00000530758	-0.0	SF1
chr2:227342745-227342819	+	MFF	ENST00000353339	0.169	chr11:107439090-107439183	-	CWF19L2	ENST00000282251	-0.01	SF1
chr20:56472326-56472415	+	RTF2	ENST00000023939	0.188	chr3:53888393-53888483	-	SELENOK	ENST00000495461	-0.01	SF1
chr11:57791494-57791673	+	CTNND1	ENST00000532844	0.283	chr3:47590661-47590837	-	SMARCC1	ENST00000254480	-0.0	SF1
chr15:72221168-72221284	-	PKM	ENST00000698741	0.354	chr1:32383830-32383939	-	BSDC1	ENST00000527163	-0.01	SF1
