exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr12:49371228-49371290	+	SPATS2	ENST00000552918	0.4	chr11:102448812-102448868	-	TMEM123	ENST00000398136	0.0	RAVER1
chr1:15427150-15427284	+	EFHD2	ENST00000375980	-0.367	chr13:110645967-110646090	-	CARS2	ENST00000257347	-0.02	RAVER1
chr12:130795995-130796120	-	STX2	ENST00000392373	0.387	chrX:2953143-2953265	-	ARSL	ENST00000381134	-0.01	RAVER1
chr3:129559620-129559783	-	PLXND1	ENST00000324093	-0.228	chr22:20710699-20710858	-	PI4KA	ENST00000255882	-0.02	RAVER1
chr1:151028786-151028944	+	PRUNE1	ENST00000271620	0.318	chr10:80427332-80427496	+	PRXL2A	ENST00000606162	0.01	RAVER1
chr1:150504632-150504733	+	TARS2	ENST00000369064	-0.6	chr2:27368025-27368139	-	EIF2B4	ENST00000347454	-0.01	RAVER1
chr7:106017846-106018072	+	CDHR3	ENST00000317716	-0.461	chr10:100502254-100502484	-	SEC31B	ENST00000370345	-0.01	RAVER1
chr4:83458346-83458429	+	MRPS18C	ENST00000295491	-0.205	chr6:127996901-127996988	-	PTPRK	ENST00000368226	-0.01	RAVER1
chr16:70469152-70469323	+	FCSK	ENST00000288078	-0.504	chr1:16131721-16131870	-	EPHA2	ENST00000358432	-0.01	RAVER1
chr4:87185251-87185799	-	KLHL8	ENST00000273963	-0.435	chr2:61214060-61214694	-	USP34	ENST00000398571	-0.01	RAVER1
chr19:34215124-34215300	+	LSM14A	ENST00000544216	-0.162	chr12:12821208-12821396	+	DDX47	ENST00000358007	-0.01	RAVER1
chr3:51959895-51960023	-	PCBP4	ENST00000461554	-0.178	chrX:153787464-153787597	-	IDH3G	ENST00000217901	-0.0	RAVER1
chr3:5210175-5210248	+	EDEM1	ENST00000256497	-0.328	chr14:59486713-59486804	+	JKAMP	ENST00000616435	-0.02	RAVER1
chr19:54453546-54453656	+	LENG8	ENST00000326764	-0.173	chr1:44776675-44776774	+	RPS8	ENST00000396651	-0.0	RAVER1
chr3:50300988-50301077	-	HYAL1	ENST00000395144	-0.194	chr11:212416-212511	+	RIC8A	ENST00000526104	-0.01	RAVER1
chr16:3021215-3021319	+	TNFRSF12A	ENST00000326577	-0.466	chr16:2002991-2003120	-	ZNF598	ENST00000562103	0.0	RAVER1
chr3:48409905-48410077	-	PLXNB1	ENST00000296440	-0.173	chr17:82081164-82081352	-	FASN	ENST00000306749	-0.02	RAVER1
chr19:901422-901546	-	R3HDM4	ENST00000361574	-0.256	chr16:88623958-88624062	+	ZC3H18	ENST00000301011	-0.01	RAVER1
chr3:49097992-49098117	-	QARS1	ENST00000306125	-0.108	chr1:32226403-32226530	+	EIF3I	ENST00000677711	-0.0	RAVER1
chr3:49812648-49812738	-	UBA7	ENST00000333486	-0.401	chr20:45419295-45419395	+	PIGT	ENST00000279036	-0.0	RAVER1
chr16:28981901-28982056	+	SPNS1	ENST00000311008	-0.36	chr19:10682537-10682704	+	ILF3	ENST00000588657	-0.01	RAVER1
chr11:70421470-70421580	+	CTTN	ENST00000301843	-0.198	chrX:49000861-49000959	-	GRIPAP1	ENST00000617369	-0.02	RAVER1
chr19:4365482-4365625	-	SH3GL1	ENST00000269886	-0.167	chr10:77811094-77811234	-	DLG5	ENST00000372391	0.01	RAVER1
chr11:67489267-67489455	+	AIP	ENST00000279146	-0.226	chr19:45421178-45421393	-	ERCC1	ENST00000300853	0.0	RAVER1
chr19:47069092-47069343	-	ZC3H4	ENST00000253048	-0.539	chr12:113164067-113164285	-	DDX54	ENST00000306014	-0.02	RAVER1
chr19:48326830-48326922	+	EMP3	ENST00000270221	-0.184	chr17:68540849-68540958	-	FAM20A	ENST00000592554	0.01	RAVER1
chr3:9937562-9937672	+	CRELD1	ENST00000452070	-0.318	chr1:29279012-29279121	+	PTPRU	ENST00000373779	-0.01	RAVER1
chr1:52906519-52906611	-	ECHDC2	ENST00000371522	-0.267	chr19:19494294-19494383	+	GATAD2A	ENST00000683918	0.01	RAVER1
chr14:105241265-105241414	-	BRF1	ENST00000547530	-0.411	chr1:6281102-6281286	-	ACOT7	ENST00000361521	-0.02	RAVER1
chr22:50220251-50221874	-	TUBGCP6	ENST00000248846	-0.453	chr17:40095444-40096087	-	NR1D1	ENST00000246672	-0.02	RAVER1
chr22:46355990-46356072	+	TRMU	ENST00000645190	-0.395	chr11:65537037-65537128	+	SCYL1	ENST00000420247	-0.01	RAVER1
chr1:45568485-45568684	+	AKR1A1	ENST00000351829	-0.213	chr1:154273336-154273534	+	HAX1	ENST00000435087	-0.01	RAVER1
chr8:108214607-108214716	-	EIF3E	ENST00000220849	-0.196	chr4:73113792-73113908	-	ANKRD17	ENST00000358602	-0.01	RAVER1
chr22:30415948-30416087	+	SEC14L2	ENST00000615189	-0.321	chr20:2660457-2660590	-	IDH3B	ENST00000380843	0.0	RAVER1
chrX:129584344-129584367	+	OCRL	ENST00000371113	0.291	chr1:224389833-224389860	-	WDR26	ENST00000480676	0.0	RAVER1
chr20:58434602-58434705	+	VAPB	ENST00000475243	-0.228	chr9:120550792-120550902	-	CDK5RAP2	ENST00000349780	0.01	RAVER1
chr20:33019062-33019115	+	BPIFB2	ENST00000170150	-0.167	chr6:36977634-36977691	-	MTCH1	ENST00000373627	-0.01	RAVER1
chr20:62308368-62308470	+	ADRM1	ENST00000253003	-0.213	chrX:154354616-154354711	-	FLNA	ENST00000369850	0.0	RAVER1
chr14:74300150-74300268	-	ABCD4	ENST00000356924	0.252	chr17:35978143-35978263	-	CCL16	ENST00000611905	0.02	RAVER1
chr20:44948730-44948877	-	TOMM34	ENST00000372813	-0.126	chr2:232850262-232850409	+	GIGYF2	ENST00000373563	-0.01	RAVER1
chr14:74293154-74293248	-	ABCD4	ENST00000356924	-0.377	chr1:6632391-6632495	+	THAP3	ENST00000054650	-0.02	RAVER1
chr20:36771425-36771473	-	DSN1	ENST00000373750	0.226	chr1:3826708-3826744	-	CEP104	ENST00000378230	-0.01	RAVER1
chrX:103254605-103254677	-	TCEAL8	ENST00000372685	-0.229	chr2:231711890-231711983	+	PTMA	ENST00000409115	-0.0	RAVER1
chr21:46663383-46663554	+	PRMT2	ENST00000355680	-0.286	chr17:4946628-4946820	-	PFN1	ENST00000225655	-0.0	RAVER1
chr14:23566562-23566686	-	AP1G2	ENST00000397120	-0.185	chr6:33195907-33196036	-	RXRB	ENST00000374680	-0.01	RAVER1
chr14:23639794-23639895	+	DHRS2	ENST00000250383	-0.134	chr7:100149499-100149579	+	LAMTOR4	ENST00000341942	0.01	RAVER1
chrX:103357083-103357161	+	TCEAL9	ENST00000372661	-0.315	chr2:218753584-218753669	+	TTLL4	ENST00000392102	-0.0	RAVER1
chr21:46661800-46661936	+	PRMT2	ENST00000355680	-0.44	chr6:52504591-52504754	-	TRAM2	ENST00000182527	-0.01	RAVER1
chr21:46150119-46150250	-	FTCD	ENST00000397746	-0.391	chr17:7107000-7107151	-	ASGR2	ENST00000691900	-0.0	RAVER1
chr21:46658745-46658920	+	PRMT2	ENST00000355680	-0.439	chr17:44886585-44886750	-	EFTUD2	ENST00000426333	-0.0	RAVER1
chr14:24442178-24442260	-	SDR39U1	ENST00000399395	-0.536	chr9:113410055-113410140	-	POLE3	ENST00000374171	0.01	RAVER1
chr20:17975684-17975903	+	MGME1	ENST00000377710	-0.257	chr4:56371451-56371643	-	AASDH	ENST00000205214	-0.02	RAVER1
chr1:204199195-204199258	-	GOLT1A	ENST00000308302	-0.404	chr19:49489850-49489912	+	RPL13A	ENST00000621674	0.01	RAVER1
chr12:6850833-6851009	-	CDCA3	ENST00000538862	-0.365	chr1:161041651-161041846	-	USF1	ENST00000368021	-0.01	RAVER1
chr12:57599400-57599438	+	PIP4K2C	ENST00000354947	-0.22	chr11:66055538-66055585	+	SF3B2	ENST00000533595	-0.02	RAVER1
chr15:75016593-75016749	+	SCAMP5	ENST00000425597	0.303	chr2:233193812-233193961	+	INPP5D	ENST00000445964	-0.01	RAVER1
chr15:75363999-75364188	-	MAN2C1	ENST00000267978	-0.525	chr9:133412299-133412492	-	REXO4	ENST00000371942	-0.0	RAVER1
chr15:75360565-75360688	-	MAN2C1	ENST00000267978	-0.315	chr2:46381975-46382089	+	EPAS1	ENST00000263734	-0.0	RAVER1
chr8:28846747-28846809	-	INTS9	ENST00000521022	0.224	chr16:57164001-57164065	-	PSME3IP1	ENST00000309137	-0.0	RAVER1
chr2:215392931-215393203	-	FN1	ENST00000354785	0.103	chr14:35684929-35685145	-	RALGAPA1	ENST00000680220	-0.01	RAVER1
chr2:215380811-215381080	-	FN1	ENST00000354785	0.145	chr4:102633251-102633473	-	MANBA	ENST00000644159	0.0	RAVER1
chr1:23798887-23799012	-	GALE	ENST00000617979	-0.439	chr1:160091808-160091938	-	IGSF8	ENST00000314485	-0.01	RAVER1
chr2:200882342-200882435	-	PPIL3	ENST00000392283	0.224	chr20:50942031-50942126	-	DPM1	ENST00000371588	-0.0	RAVER1
chr2:200860125-200860215	-	CLK1	ENST00000321356	0.356	chr6:99550218-99550309	-	CCNC	ENST00000520429	-0.0	RAVER1
chr2:219228434-219228485	-	ATG9A	ENST00000361242	-0.33	chr2:241500740-241500796	-	STK25	ENST00000316586	0.0	RAVER1
chr2:227347226-227347384	+	MFF	ENST00000304593	-0.185	chr4:42070526-42070691	+	SLC30A9	ENST00000264451	-0.0	RAVER1
chr9:135562294-135562433	+	PAEP	ENST00000479141	-0.301	chr15:78931869-78932038	-	CTSH	ENST00000677534	-0.01	RAVER1
chr17:6649982-6650078	-	MED31	ENST00000225728	-0.298	chr12:76059798-76059878	-	NAP1L1	ENST00000618691	0.01	RAVER1
chr17:42813948-42814008	-	BECN1	ENST00000590099	-0.285	chr20:51607527-51607584	-	ATP9A	ENST00000338821	-0.01	RAVER1
chr6:31355107-31355223	-	HLA-B	ENST00000412585	-0.423	chr6:31269966-31270085	-	HLA-C	ENST00000376228	0.0	RAVER1
chr16:88611268-88611536	+	ZC3H18	ENST00000301011	-0.49	chr2:9393482-9393647	+	ASAP2	ENST00000281419	-0.01	RAVER1
chr16:88625202-88625267	+	ZC3H18	ENST00000301011	-0.411	chr5:176565672-176565743	+	CDHR2	ENST00000261944	0.01	RAVER1
chr17:42811655-42811797	-	BECN1	ENST00000590099	-0.173	chr11:47473088-47473231	-	CELF1	ENST00000687097	-0.01	RAVER1
chr17:42785097-42785185	+	WNK4	ENST00000246914	-0.396	chr20:35556033-35556129	+	ERGIC3	ENST00000348547	-0.0	RAVER1
chr18:49864141-49864380	-	MYO5B	ENST00000285039	-0.282	chr17:49038168-49038449	+	IGF2BP1	ENST00000290341	0.0	RAVER1
chr17:36486935-36486966	+	ZNHIT3	ENST00000617429	-0.169	chr4:121696581-121696624	-	ANXA5	ENST00000296511	-0.0	RAVER1
chr17:38721878-38722227	+	MLLT6	ENST00000621332	-0.461	chr10:80168969-80169358	-	ANXA11	ENST00000422982	-0.01	RAVER1
chr17:39657973-39658026	+	STARD3	ENST00000336308	-0.155	chr19:13115997-13116052	-	TRMT1	ENST00000357720	0.02	RAVER1
chr10:60910887-60910990	-	RHOBTB1	ENST00000337910	-0.264	chr13:21539302-21539377	-	MICU2	ENST00000382374	0.01	RAVER1
chr17:75243063-75243166	-	GGA3	ENST00000537686	-0.269	chrX:49249167-49249262	+	CCDC22	ENST00000376227	-0.02	RAVER1
chr6:144827348-144827386	+	UTRN	ENST00000367545	-0.167	chr12:55800854-55800900	-	SARNP	ENST00000336133	-0.01	RAVER1
chr9:127405420-127405565	+	SLC2A8	ENST00000373371	-0.234	chr21:46215180-46215298	-	LSS	ENST00000397728	-0.01	RAVER1
chr17:82449170-82449292	-	CYBC1	ENST00000306645	-0.273	chr19:45419098-45419197	-	ERCC1	ENST00000300853	-0.02	RAVER1
chr11:107549753-107549823	-	ALKBH8	ENST00000428149	-0.336	chr12:30751071-30751133	-	CAPRIN2	ENST00000695402	-0.01	RAVER1
chr5:178215276-178215430	-	PHYKPL	ENST00000308158	-0.421	chr20:35490637-35490804	+	CEP250	ENST00000397527	-0.02	RAVER1
chr17:81905382-81905447	-	PCYT2	ENST00000538936	-0.121	chr19:2043124-2043197	-	MKNK2	ENST00000250896	-0.0	RAVER1
chr9:114267504-114267557	+	COL27A1	ENST00000356083	-0.249	chr17:81954256-81954303	-	NOTUM	ENST00000409678	-0.01	RAVER1
chr17:5425971-5426082	+	RPAIN	ENST00000381209	-0.297	chr10:95341564-95341678	-	SORBS1	ENST00000371247	-0.01	RAVER1
chr17:81934653-81934745	-	PYCR1	ENST00000329875	-0.243	chr12:122860423-122860523	+	HIP1R	ENST00000253083	-0.02	RAVER1
chr17:81957806-81957908	-	NOTUM	ENST00000409678	-0.238	chr11:773522-773629	-	GATD1	ENST00000319863	0.01	RAVER1
chr5:177371475-177371589	+	RGS14	ENST00000408923	-0.276	chr17:44349625-44349751	+	GRN	ENST00000587387	-0.01	RAVER1
chr9:128823747-128823894	-	SPOUT1	ENST00000361256	-0.384	chr22:50438599-50438762	+	PPP6R2	ENST00000612753	-0.01	RAVER1
chr16:89954243-89954376	+	DEF8	ENST00000563594	-0.252	chr20:17636577-17636729	-	RRBP1	ENST00000377813	-0.0	RAVER1
chr10:102482001-102482175	-	ACTR1A	ENST00000369905	-0.152	chr17:4797438-4797569	+	PSMB6	ENST00000270586	0.0	RAVER1
chr17:4718261-4718345	+	ARRB2	ENST00000269260	-0.223	chr20:63706651-63706738	-	ARFRP1	ENST00000622789	-0.02	RAVER1
chr5:43307766-43307824	-	HMGCS1	ENST00000325110	-0.184	chr3:47670658-47670717	-	SMARCC1	ENST00000254480	-0.0	RAVER1
chr6:109741444-109741544	+	FIG4	ENST00000230124	-0.303	chr22:32491086-32491181	+	FBXO7	ENST00000266087	-0.0	RAVER1
chr3:9906364-9906461	+	IL17RE	ENST00000383814	-0.325	chr16:55810927-55811010	-	CES1	ENST00000360526	-0.0	RAVER1
chr5:32234962-32235129	-	MTMR12	ENST00000382142	-0.199	chr8:97722879-97723035	+	MTDH	ENST00000336273	0.0	RAVER1
chr5:154950821-154950938	+	MRPL22	ENST00000523037	-0.173	chr7:23117834-23117964	+	KLHL7	ENST00000410047	-0.0	RAVER1
chr12:53061815-53061940	+	TNS2	ENST00000314250	-0.303	chr12:6917581-6917714	+	ENO2	ENST00000229277	-0.01	RAVER1
chr7:5361594-5361722	-	TNRC18	ENST00000430969	-0.327	chr20:25196154-25196254	+	ENTPD6	ENST00000435520	-0.01	RAVER1
chr12:879573-880031	+	WNK1	ENST00000315939	0.16	chr1:183545966-183546337	+	SMG7	ENST00000688051	-0.01	RAVER1
chr9:128187863-128187934	-	CIZ1	ENST00000372938	0.28	chr2:119370740-119370802	+	DBI	ENST00000355857	-0.0	RAVER1
chr13:75809154-75809183	+	LMO7	ENST00000377534	0.167	chr8:80050445-80050471	-	TPD52	ENST00000518937	0.01	RAVER1
chr2:101863821-101864051	+	MAP4K4	ENST00000324219	0.301	chr7:107932174-107932377	-	LAMB1	ENST00000222399	-0.0	RAVER1
chr2:101868029-101868037	+	MAP4K4	ENST00000324219	0.31	chr7:122414068-122414076	-	CADPS2	ENST00000449022	-0.01	RAVER1
chr9:35076724-35076870	-	FANCG	ENST00000378643	-0.447	chr17:28616379-28616509	-	BLTP2	ENST00000528896	-0.01	RAVER1
chr14:24164614-24164955	+	IRF9	ENST00000396864	-0.269	chr2:86031330-86031635	-	POLR1A	ENST00000263857	-0.01	RAVER1
chr2:229860406-229860531	-	TRIP12	ENST00000675903	-0.214	chrX:21868467-21868585	+	MBTPS2	ENST00000379484	0.01	RAVER1
chr11:9142722-9142845	-	DENND5A	ENST00000328194	-0.248	chr15:42164358-42164486	-	VPS39	ENST00000318006	0.01	RAVER1
chr4:159243774-159243791	+	RAPGEF2	ENST00000691494	0.573	chr2:17546003-17546023	+	VSNL1	ENST00000451533	-0.01	RAVER1
chr6:127316450-127316502	-	ECHDC1	ENST00000454859	-0.334	chr12:15672454-15672504	-	EPS8	ENST00000642939	0.0	RAVER1
chr16:4877385-4877474	+	UBN1	ENST00000262376	-0.503	chr1:32377970-32378048	-	BSDC1	ENST00000455895	-0.01	RAVER1
chr12:108799000-108799200	-	SSH1	ENST00000326495	-0.225	chr16:27346467-27346618	+	IL4R	ENST00000395762	-0.0	RAVER1
chr15:40812699-40812902	+	ZFYVE19	ENST00000355341	-0.47	chr1:153949115-153949384	-	CRTC2	ENST00000368633	-0.01	RAVER1
chr11:111753443-111753577	-	PPP2R1B	ENST00000527614	-0.18	chr3:100339815-100339935	+	NIT2	ENST00000394140	-0.01	RAVER1
chr11:9143403-9143485	-	DENND5A	ENST00000328194	-0.395	chr7:134449720-134449797	-	AKR1B1	ENST00000285930	0.01	RAVER1
chr5:34813574-34813660	+	RAI14	ENST00000265109	0.278	chr15:76286371-76286463	-	ETFA	ENST00000689730	0.0	RAVER1
chr22:50457034-50457111	-	SBF1	ENST00000380817	-0.655	chr19:18905867-18905935	-	COPE	ENST00000600932	-0.0	RAVER1
chr1:33021367-33021461	-	AK2	ENST00000672715	-0.107	chr10:130174997-130175089	+	GLRX3	ENST00000331244	-0.0	RAVER1
chr17:62524236-62524331	+	TLK2	ENST00000346027	0.3	chr13:24469024-24469110	-	PARP4	ENST00000381989	0.01	RAVER1
chr7:92042046-92042186	+	AKAP9	ENST00000356239	0.351	chr2:113495120-113495249	+	ZNG1B	ENST00000259199	0.02	RAVER1
chr2:181920597-181920662	+	ITPRID2	ENST00000431877	-0.339	chr2:206149020-206149096	-	NDUFS1	ENST00000233190	0.0	RAVER1
chr20:41172193-41172289	+	PLCG1	ENST00000685551	-0.119	chr7:128865120-128865203	+	ATP6V1F	ENST00000492758	-0.01	RAVER1
chr14:30929201-30929311	-	STRN3	ENST00000357479	-0.319	chr3:105670233-105670352	-	CBLB	ENST00000394030	0.01	RAVER1
chr7:2658286-2658459	+	TTYH3	ENST00000258796	-0.268	chr1:1300509-1300692	-	ACAP3	ENST00000354700	-0.0	RAVER1
chr3:146077862-146077924	-	PLOD2	ENST00000282903	-0.168	chr15:48167349-48167401	-	MYEF2	ENST00000324324	-0.01	RAVER1
chr2:42261121-42261294	+	EML4	ENST00000318522	-0.214	chr11:85654063-85654256	+	TMEM126A	ENST00000304511	-0.0	RAVER1
chr18:58710921-58710953	+	MALT1	ENST00000649217	-0.3	chr6:128003197-128003232	-	PTPRK	ENST00000532331	0.0	RAVER1
chr4:9996781-9996941	-	SLC2A9	ENST00000264784	0.304	chr20:47310056-47310204	-	ZMYND8	ENST00000471951	0.01	RAVER1
chr19:35269803-35270003	+	USF2	ENST00000222305	-0.508	chr16:89561227-89561368	+	RPL13	ENST00000311528	-0.0	RAVER1
chr19:42511576-42511628	-	CEACAM1	ENST00000161559	0.194	chr2:219174146-219174207	-	CNPPD1	ENST00000360507	-0.02	RAVER1
chr4:16035735-16035761	-	PROM1	ENST00000447510	0.163	chr6:28907236-28907262	-	TRIM27	ENST00000377199	-0.0	RAVER1
chr17:3005369-3005440	+	RAP1GAP2	ENST00000254695	-0.24	chr16:88658650-88658720	-	MVD	ENST00000301012	0.0	RAVER1
chr1:154968204-154968257	-	SHC1	ENST00000448116	-0.169	chr14:21018457-21018504	-	NDRG2	ENST00000556147	0.0	RAVER1
chr5:140696103-140696201	+	HARS2	ENST00000230771	-0.21	chr10:112421947-112422035	+	ACSL5	ENST00000354655	-0.01	RAVER1
chr4:40935077-40935139	-	APBB2	ENST00000508593	-0.393	chr17:78702538-78702604	-	CYTH1	ENST00000446868	-0.01	RAVER1
chr20:34926105-34926281	+	ACSS2	ENST00000360596	-0.209	chr20:57562071-57562252	+	PCK1	ENST00000319441	-0.01	RAVER1
chr6:33199169-33199416	-	RXRB	ENST00000374680	0.26	chr16:89555878-89556085	+	SPG7	ENST00000645063	0.0	RAVER1
chr8:124557681-124557875	-	MTSS1	ENST00000518547	0.407	chr2:97762035-97762200	-	TMEM131	ENST00000186436	-0.0	RAVER1
chr22:19971216-19971335	-	ARVCF	ENST00000263207	0.512	chr7:1472273-1472386	-	INTS1	ENST00000404767	-0.02	RAVER1
chr1:51756320-51756358	+	OSBPL9	ENST00000428468	-0.269	chr7:94588689-94588732	-	SGCE	ENST00000648936	-0.01	RAVER1
chr8:140669727-140669735	-	PTK2	ENST00000696786	0.367	chr10:122245065-122245073	+	TACC2	ENST00000635597	0.01	RAVER1
chr19:4945861-4945965	+	UHRF1	ENST00000650932	-0.268	chr19:5932452-5932544	-	RANBP3	ENST00000340578	-0.02	RAVER1
chr1:109761719-109761773	-	EPS8L3	ENST00000361965	-0.231	chr17:81855453-81855505	-	P4HB	ENST00000681693	-0.01	RAVER1
chr1:212807736-212807848	+	TATDN3	ENST00000366974	-0.321	chr4:78582177-78582290	+	ANXA3	ENST00000264908	-0.0	RAVER1
chr12:6672350-6672532	-	ZNF384	ENST00000683879	-0.148	chr3:186617187-186617350	+	AHSG	ENST00000411641	-0.0	RAVER1
chr12:6678663-6678710	-	ZNF384	ENST00000683879	-0.309	chr11:65120981-65121036	-	FAU	ENST00000529639	0.0	RAVER1
chr19:38710257-38710342	+	ACTN4	ENST00000252699	-0.195	chr19:1918889-1918990	+	SCAMP4	ENST00000316097	0.01	RAVER1
chr12:57720099-57720263	+	OS9	ENST00000315970	-0.189	chr3:52802334-52802519	+	ITIH3	ENST00000449956	-0.0	RAVER1
chr5:131710578-131710661	-	FNIP1	ENST00000510461	0.335	chr3:33577202-33577264	-	CLASP2	ENST00000480013	0.01	RAVER1
chr20:38569888-38569996	+	RALGAPB	ENST00000262879	-0.34	chr9:15211266-15211397	-	TTC39B	ENST00000512701	-0.02	RAVER1
chr15:41817614-41817735	+	MAPKBP1	ENST00000457542	-0.333	chr3:49104357-49104471	-	QARS1	ENST00000414533	-0.02	RAVER1
chr15:57252421-57252492	+	TCF12	ENST00000333725	0.161	chr5:65568918-65568994	+	PPWD1	ENST00000502703	-0.0	RAVER1
chr12:56318237-56318434	-	PAN2	ENST00000440411	-0.235	chr6:137880071-137880252	+	TNFAIP3	ENST00000612899	-0.01	RAVER1
chr12:7202241-7202351	+	PEX5	ENST00000675855	-0.372	chr4:99949273-99949386	-	H2AZ1	ENST00000296417	-0.0	RAVER1
chr1:154953671-154953757	-	PBXIP1	ENST00000368463	-0.3	chr16:89892193-89892275	+	TCF25	ENST00000263346	-0.01	RAVER1
chr20:31566210-31566295	+	HM13	ENST00000398174	-0.217	chr1:21221747-21221842	-	ECE1	ENST00000374893	0.01	RAVER1
chr9:137455239-137455307	-	NSMF	ENST00000371475	-0.346	chr16:88646755-88646838	-	CYBA	ENST00000261623	-0.01	RAVER1
chr3:58130741-58130908	+	FLNB	ENST00000295956	-0.176	chr12:112486475-112486629	+	PTPN11	ENST00000351677	-0.02	RAVER1
chrX:103377028-103377106	+	BEX3	ENST00000361298	-0.402	chr4:99949663-99949740	-	H2AZ1	ENST00000296417	-0.0	RAVER1
chr16:57759125-57759153	-	KIFC3	ENST00000445690	-0.377	chr8:23145058-23145089	-	TNFRSF10D	ENST00000312584	-0.01	RAVER1
chrX:153863883-153864017	-	L1CAM	ENST00000370060	-0.462	chr19:40234449-40234571	-	AKT2	ENST00000497948	-0.0	RAVER1
chr17:42514289-42514460	+	ATP6V0A1	ENST00000343619	-0.232	chr19:5273442-5273583	-	PTPRS	ENST00000262963	0.01	RAVER1
chr12:53467805-53467843	+	PCBP2	ENST00000546463	0.168	chr1:19149763-19149795	-	UBR4	ENST00000417040	-0.0	RAVER1
chr1:17634548-17634562	+	ARHGEF10L	ENST00000361221	-0.345	chr20:24964375-24964398	-	APMAP	ENST00000451442	0.02	RAVER1
chr19:10797380-10797518	+	DNM2	ENST00000389253	0.221	chr20:25302219-25302346	-	ABHD12	ENST00000339157	-0.01	RAVER1
chr19:10808569-10808580	+	DNM2	ENST00000389253	0.25	chr3:53237797-53237820	-	TKT	ENST00000423516	-0.0	RAVER1
chr10:110132305-110132400	+	ADD3	ENST00000356080	0.432	chr11:125611428-125611519	+	STT3A	ENST00000392708	0.0	RAVER1
chr3:184180645-184180650	+	AP2M1	ENST00000292807	-0.28	chr3:52804726-52804734	+	ITIH3	ENST00000449956	-0.0	RAVER1
