exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr1:41075219-41075451	-	SCMH1	ENST00000695335	-0.206	chr1:35478966-35479212	-	KIAA0319L	ENST00000325722	0.0	HNRNPF
chr10:73819532-73819645	-	CAMK2G	ENST00000423381	0.411	chr22:45548613-45548744	+	FBLN1	ENST00000327858	0.01	HNRNPF
chr1:45607321-45608337	+	NASP	ENST00000350030	-0.174	chr6:7579275-7580240	+	DSP	ENST00000710359	0.0	HNRNPF
chr15:101431320-101431463	-	PCSK6	ENST00000611716	0.19	chr14:74901066-74901233	+	DLST	ENST00000334220	0.01	HNRNPF
chr2:73079651-73081663	-	RAB11FIP5	ENST00000486777	0.46	chr4:1727708-1728787	+	TACC3	ENST00000313288	-0.0	HNRNPF
chr8:143791666-143791740	-	SCRIB	ENST00000356994	-0.686	chr20:63963618-63963710	-	ZNF512B	ENST00000369888	-0.01	HNRNPF
chr11:57789037-57789155	+	CTNND1	ENST00000399050	0.177	chr5:55672563-55672695	-	SLC38A9	ENST00000396865	0.01	HNRNPF
chr11:57791385-57791673	+	CTNND1	ENST00000399050	0.271	chr12:95956685-95956962	+	AMDHD1	ENST00000266736	0.01	HNRNPF
chr9:36390467-36390616	-	RNF38	ENST00000259605	-0.436	chr1:23030469-23030634	+	KDM1A	ENST00000400181	0.0	HNRNPF
chr5:66158809-66158932	+	SREK1	ENST00000380918	0.253	chr4:99127209-99127344	-	ADH4	ENST00000265512	-0.01	HNRNPF
chr17:80101811-80101890	+	GAA	ENST00000390015	-0.36	chr14:24094766-24094845	+	PCK2	ENST00000561286	-0.01	HNRNPF
chr1:19979580-19979690	-	PLA2G2A	ENST00000375111	-0.374	chr1:27297051-27297156	+	WDTC1	ENST00000361771	-0.01	HNRNPF
chr3:51971812-51971892	-	ABHD14B	ENST00000525795	-0.269	chr19:36145806-36145874	+	CAPNS1	ENST00000246533	-0.0	HNRNPF
chr16:30065876-30065927	+	ALDOA	ENST00000569545	0.145	chr20:62818518-62818553	+	COL9A3	ENST00000649368	-0.01	HNRNPF
chr17:47619278-47619372	+	NPEPPS	ENST00000677370	0.135	chr1:150816788-150816890	-	ARNT	ENST00000358595	0.01	HNRNPF
chr6:142440908-142440953	+	ADGRG6	ENST00000296932	-0.224	chr2:171058151-171058197	-	TLK1	ENST00000431350	-0.0	HNRNPF
chr1:225504991-225505053	-	ENAH	ENST00000366844	0.243	chr16:47158873-47158934	-	ITFG1	ENST00000544001	0.01	HNRNPF
chr1:112686966-112687106	+	MOV10	ENST00000369644	0.217	chr3:12568875-12569003	+	MKRN2	ENST00000170447	-0.02	HNRNPF
chr11:57791494-57791673	+	CTNND1	ENST00000532844	0.324	chr7:44645327-44645518	+	OGDH	ENST00000222673	0.02	HNRNPF
chr11:57791492-57791673	+	CTNND1	ENST00000534579	0.322	chrX:18951104-18951272	-	PHKA2	ENST00000379942	0.02	HNRNPF
chr16:3065642-3065687	+	IL32	ENST00000529550	-0.224	chr6:36136484-36136531	+	MAPK13	ENST00000211287	0.0	HNRNPF
chr16:3065621-3065687	+	IL32	ENST00000528163	-0.232	chr2:130370705-130370782	+	PTPN18	ENST00000175756	-0.02	HNRNPF
chr22:17812507-17812557	-	MICAL3	ENST00000577821	0.218	chr12:109565119-109565176	-	MMAB	ENST00000545712	0.01	HNRNPF
chr14:24442109-24442260	-	SDR39U1	ENST00000556523	0.26	chr5:132866869-132867035	+	UQCRQ	ENST00000378670	-0.0	HNRNPF
chr4:102827592-102827741	-	UBE2D3	ENST00000502690	0.255	chr11:605605-605724	+	PHRF1	ENST00000264555	-0.02	HNRNPF
