exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr7:140345869-140345970	-	SLC37A3	ENST00000326232	-0.379	chr1:116403884-116403975	+	ATP1A1	ENST00000295598	-0.0	HNRNPK
chr3:49910119-49910884	-	MON1A	ENST00000296473	-0.354	chr6:33404852-33405631	+	KIFC1	ENST00000428849	-0.01	HNRNPK
chr11:69063895-69063967	+	TPCN2	ENST00000294309	-0.421	chrX:153737157-153737251	+	ABCD1	ENST00000218104	0.01	HNRNPK
chr19:45165127-45165194	-	TRAPPC6A	ENST00000585934	0.214	chr16:1361743-1361797	+	GNPTG	ENST00000204679	-0.01	HNRNPK
chr11:66853239-66853383	-	PC	ENST00000393960	-0.373	chr19:579509-579656	+	BSG	ENST00000680326	-0.0	HNRNPK
chr19:43744772-43744884	-	SMG9	ENST00000270066	-0.221	chr1:28567294-28567413	+	TRNAU1AP	ENST00000373830	0.02	HNRNPK
chr4:106194718-106194754	-	TBCK	ENST00000394708	0.281	chr12:66138724-66138769	-	TMBIM4	ENST00000358230	-0.01	HNRNPK
chr4:103057801-103057971	-	SLC9B2	ENST00000394785	-0.333	chr2:24665749-24665915	+	NCOA1	ENST00000348332	-0.02	HNRNPK
chrX:116457609-116457776	+	SLC6A14	ENST00000598581	-0.235	chr12:30731343-30731510	-	CAPRIN2	ENST00000695402	0.02	HNRNPK
chr9:69251035-69251364	+	TJP2	ENST00000377245	-0.21	chr2:47410094-47410372	+	MSH2	ENST00000233146	-0.01	HNRNPK
chr22:50247692-50247776	-	HDAC10	ENST00000216271	0.254	chr2:233146367-233146438	+	INPP5D	ENST00000445964	-0.0	HNRNPK
chr1:45690974-45691110	+	TMEM69	ENST00000372025	-0.189	chr7:56017234-56017379	-	PSPH	ENST00000275605	-0.01	HNRNPK
chr1:46560234-46560277	-	MKNK1	ENST00000371945	0.358	chr16:81702622-81702669	+	CMIP	ENST00000537098	0.0	HNRNPK
chr1:59674039-59674133	+	FGGY	ENST00000303721	-0.212	chr6:169572419-169572540	-	WDR27	ENST00000448612	-0.01	HNRNPK
chr9:72363470-72363606	-	ZFAND5	ENST00000376962	0.288	chr4:76147479-76147640	-	NUP54	ENST00000695547	0.0	HNRNPK
chr1:53889244-53889463	-	YIPF1	ENST00000072644	0.265	chr15:63156787-63156973	-	RPS27L	ENST00000635699	-0.01	HNRNPK
chr9:70346605-70346649	+	SMC5	ENST00000361138	0.247	chr12:51104155-51104203	-	TFCP2	ENST00000257915	0.01	HNRNPK
chr14:21087320-21087463	+	ARHGEF40	ENST00000298694	0.384	chr19:41238470-41238609	+	AXL	ENST00000301178	-0.02	HNRNPK
chr2:108383093-108383219	+	SULT1C4	ENST00000272452	0.612	chr11:116758269-116758407	-	BUD13	ENST00000260210	-0.01	HNRNPK
chr1:44804650-44804779	+	PLK3	ENST00000372201	-0.234	chr6:31269966-31270085	-	HLA-C	ENST00000376228	0.01	HNRNPK
chr13:72783423-72783721	+	PIBF1	ENST00000326291	-0.359	chr3:138622188-138622416	+	FAIM	ENST00000360570	0.0	HNRNPK
chr13:77021513-77021861	-	FBXL3	ENST00000355619	-0.278	chr15:65756140-65756472	-	DENND4A	ENST00000443035	0.01	HNRNPK
chr20:62668012-62668184	+	SLCO4A1	ENST00000217159	0.262	chr16:31127189-31127353	+	KAT8	ENST00000219797	-0.01	HNRNPK
chr20:62666380-62666575	+	SLCO4A1	ENST00000217159	-0.243	chr20:25292406-25292613	+	PYGB	ENST00000216962	-0.01	HNRNPK
chr20:53571721-53571853	-	ZNF217	ENST00000371471	-0.3	chr3:10032832-10032972	+	FANCD2	ENST00000675286	-0.02	HNRNPK
chr20:46126640-46126701	+	CD40	ENST00000372285	-0.549	chr6:24532119-24532177	+	ALDH5A1	ENST00000357578	-0.01	HNRNPK
chr9:83768818-83768970	-	GKAP1	ENST00000376371	-0.361	chr14:35595634-35595789	-	RALGAPA1	ENST00000680220	-0.02	HNRNPK
chr9:93111879-93111938	+	CARD19	ENST00000375464	-0.344	chr19:19527281-19527352	+	ENSG00000258674	ENST00000555938	-0.0	HNRNPK
chr1:95244211-95244698	+	RWDD3	ENST00000370202	-0.549	chr2:61214060-61214694	-	USP34	ENST00000398571	-0.0	HNRNPK
chr1:95246542-95246657	+	RWDD3	ENST00000370202	-0.209	chr15:25354528-25354683	-	UBE3A	ENST00000648336	0.01	HNRNPK
chr22:20053437-20053551	+	TANGO2	ENST00000327374	-0.5	chr17:803682-803806	-	NXN	ENST00000336868	-0.0	HNRNPK
chrX:103254605-103254677	-	TCEAL8	ENST00000372685	0.229	chrX:71251178-71251250	-	ZMYM3	ENST00000373988	0.01	HNRNPK
chr1:9883705-9883738	-	CTNNBIP1	ENST00000377263	0.384	chr5:151147884-151147926	-	ANXA6	ENST00000354546	-0.01	HNRNPK
chrX:102600920-102601032	+	ARMCX5	ENST00000473968	0.534	chr15:52247458-52247592	-	MYO5C	ENST00000261839	0.02	HNRNPK
chr14:24099995-24100213	+	PCK2	ENST00000216780	-0.117	chr10:122211497-122211708	+	TACC2	ENST00000505639	0.0	HNRNPK
chr1:86868053-86868102	-	SELENOF	ENST00000331835	-0.147	chr14:30715924-30715977	+	SCFD1	ENST00000458591	-0.0	HNRNPK
chr22:20061530-20061683	+	TANGO2	ENST00000327374	-0.458	chr17:81826380-81826515	-	MCRIP1	ENST00000575061	-0.0	HNRNPK
chr14:24442178-24442260	-	SDR39U1	ENST00000399395	-0.283	chrX:101617283-101617370	-	ARMCX6	ENST00000539247	0.01	HNRNPK
chr21:46291334-46291462	+	YBEY	ENST00000397701	-0.242	chr16:3479471-3479600	+	NAA60	ENST00000407558	-0.01	HNRNPK
chr14:30605505-30605812	+	G2E3	ENST00000206595	-0.299	chr12:89621549-89621791	-	ATP2B1	ENST00000428670	-0.01	HNRNPK
chr2:46614937-46615185	-	PIGF	ENST00000281382	-0.2	chr6:2768691-2768882	+	WRNIP1	ENST00000380773	-0.01	HNRNPK
chr1:181052235-181052510	+	MR1	ENST00000367580	0.343	chr20:48971120-48971354	+	ARFGEF2	ENST00000371917	-0.01	HNRNPK
chr2:42769713-42769858	-	HAAO	ENST00000294973	-0.449	chr17:6706642-6706778	-	SLC13A5	ENST00000433363	0.0	HNRNPK
chr2:39769710-39770119	-	THUMPD2	ENST00000505747	-0.242	chr9:15459719-15460313	+	SNAPC3	ENST00000610884	-0.01	HNRNPK
chr15:64376743-64376905	-	PCLAF	ENST00000300035	0.183	chr6:73610400-73610547	-	SLC17A5	ENST00000355773	-0.02	HNRNPK
chr15:64081102-64081151	-	CIAO2A	ENST00000300030	-0.279	chr9:32558910-32558954	-	NDUFB6	ENST00000379847	0.01	HNRNPK
chr12:56230831-56230873	+	SLC39A5	ENST00000454355	0.339	chr2:85601435-85601482	-	TMEM150A	ENST00000334462	0.0	HNRNPK
chr12:56243785-56243876	-	ANKRD52	ENST00000267116	-0.188	chr16:70254391-70254483	-	AARS1	ENST00000565361	0.01	HNRNPK
chrX:18242439-18242590	-	SCML2	ENST00000251900	0.373	chr10:6104931-6105097	+	RBM17	ENST00000379888	0.0	HNRNPK
chr8:22602537-22602643	+	C8orf58	ENST00000289989	0.348	chr11:61341823-61341912	+	TKFC	ENST00000394900	0.0	HNRNPK
chr1:203056784-203056950	+	PPFIA4	ENST00000295706	-0.328	chr17:36510746-36510917	-	MYO19	ENST00000614623	-0.01	HNRNPK
chr2:27774424-27774530	+	MRPL33	ENST00000296102	-0.184	chr3:47101458-47101555	-	SETD2	ENST00000409792	-0.01	HNRNPK
chr2:73957125-73957240	+	DGUOK	ENST00000264093	-0.19	chr8:11808794-11808891	+	FDFT1	ENST00000220584	-0.0	HNRNPK
chr2:74142272-74142360	-	BOLA3	ENST00000327428	-0.311	chr19:17177797-17177886	+	MYO9B	ENST00000602177	0.01	HNRNPK
chr12:51056144-51056245	+	LETMD1	ENST00000262055	0.371	chr11:61964987-61965112	-	FTH1	ENST00000273550	-0.0	HNRNPK
chr2:73022522-73022576	-	SFXN5	ENST00000272433	-0.287	chr1:6091263-6091307	+	KCNAB2	ENST00000378083	0.01	HNRNPK
chr15:75016593-75016749	+	SCAMP5	ENST00000425597	-0.175	chr16:27344869-27345020	+	IL4R	ENST00000395762	-0.01	HNRNPK
chr7:64544306-64544432	-	ZNF680	ENST00000309683	-0.504	chr1:108950309-108950438	-	CLCC1	ENST00000675654	0.02	HNRNPK
chrX:2958274-2958435	-	ARSL	ENST00000381134	-0.301	chr1:54212501-54212658	+	MRPL37	ENST00000360840	-0.0	HNRNPK
chr12:51053778-51053860	+	LETMD1	ENST00000262055	0.368	chr3:184366717-184366800	+	POLR2H	ENST00000456318	0.0	HNRNPK
chr12:53105561-53105620	+	SOAT2	ENST00000301466	0.472	chr3:64022739-64022801	-	PSMD6	ENST00000478185	-0.01	HNRNPK
chr12:53105907-53106014	+	SOAT2	ENST00000301466	-0.469	chr3:187291245-187291350	-	MASP1	ENST00000392470	0.01	HNRNPK
chr1:160261285-160261358	-	DCAF8	ENST00000368074	-0.395	chr15:30990777-30990837	-	MTMR10	ENST00000435680	-0.02	HNRNPK
chr8:30566257-30566360	+	RBPMS	ENST00000397323	-0.254	chr17:15642721-15642816	-	TRIM16	ENST00000649191	0.02	HNRNPK
chr7:65974919-65975071	-	GUSB	ENST00000304895	-0.28	chr16:4812086-4812248	-	GLYR1	ENST00000321919	-0.01	HNRNPK
chr7:66081803-66081997	+	ASL	ENST00000304874	-0.212	chr6:44134561-44134743	+	TMEM63B	ENST00000323267	0.01	HNRNPK
chr7:90352816-90353009	+	GTPBP10	ENST00000222511	-0.283	chr3:136369108-136369282	-	STAG1	ENST00000383202	-0.0	HNRNPK
chr1:229286486-229286566	+	RAB4A	ENST00000366690	-0.379	chr8:17265907-17265981	+	VPS37A	ENST00000324849	-0.01	HNRNPK
chr1:229288729-229288843	+	RAB4A	ENST00000366690	-0.137	chr15:41358149-41358258	+	NUSAP1	ENST00000559596	-0.01	HNRNPK
chr2:208304846-208305013	+	PIKFYVE	ENST00000264380	0.619	chr7:27816890-27817038	+	TAX1BP1	ENST00000396319	0.01	HNRNPK
chr7:87411893-87412033	-	ABCB4	ENST00000649586	-0.421	chr8:17234716-17234860	-	CNOT7	ENST00000361272	-0.01	HNRNPK
chr1:23814190-23814338	-	HMGCL	ENST00000374490	-0.277	chr1:235438769-235438922	+	TBCE	ENST00000642610	-0.02	HNRNPK
chr2:200882342-200882435	-	PPIL3	ENST00000392283	0.173	chr20:50942031-50942126	-	DPM1	ENST00000371588	-0.01	HNRNPK
chr2:238435711-238436013	+	ASB1	ENST00000264607	-0.165	chr3:42202436-42202752	+	TRAK1	ENST00000327628	0.01	HNRNPK
chr15:52271763-52271844	-	MYO5C	ENST00000261839	-0.685	chr3:32717154-32717237	+	CNOT10	ENST00000328834	0.02	HNRNPK
chr2:237578004-237578155	-	RAB17	ENST00000264601	-0.437	chr8:133284757-133284896	-	NDRG1	ENST00000674605	-0.0	HNRNPK
chr7:76400286-76400591	-	SSC4D	ENST00000275560	-0.401	chr22:30427171-30427403	+	MTFP1	ENST00000266263	0.02	HNRNPK
chr2:230873417-230873557	+	ITM2C	ENST00000326427	-0.168	chr19:46740164-46740285	-	STRN4	ENST00000596012	-0.0	HNRNPK
chr12:95040476-95040597	-	NR2C1	ENST00000333003	-0.224	chr1:215595356-215595471	+	KCTD3	ENST00000259154	-0.02	HNRNPK
chr2:227352514-227352573	+	MFF	ENST00000304593	-0.225	chr10:218455-218499	+	ZMYND11	ENST00000397955	0.01	HNRNPK
chr2:227347226-227347384	+	MFF	ENST00000304593	-0.164	chr4:42070526-42070691	+	SLC30A9	ENST00000264451	-0.01	HNRNPK
chr5:94074646-94074769	-	FAM172A	ENST00000395965	-0.369	chr6:163455279-163455421	+	QKI	ENST00000361752	-0.0	HNRNPK
chr17:82447580-82447621	-	CYBC1	ENST00000306645	-0.387	chr19:48716705-48716743	-	MAMSTR	ENST00000318083	0.02	HNRNPK
chr10:98435272-98435414	-	HPS1	ENST00000361490	-0.346	chr6:31150066-31150215	-	CCHCR1	ENST00000396268	-0.01	HNRNPK
chr9:124493030-124493149	-	NR5A1	ENST00000373588	-0.185	chr17:17512509-17512654	-	PEMT	ENST00000255389	-0.01	HNRNPK
chr10:80283916-80284038	-	MAT1A	ENST00000372213	-0.263	chr9:129131522-129131639	+	PTPA	ENST00000393370	0.01	HNRNPK
chr11:19142978-19143123	+	ZDHHC13	ENST00000446113	0.351	chr3:141903620-141903748	+	ATP1B3	ENST00000286371	0.01	HNRNPK
chr17:65536869-65537063	-	AXIN2	ENST00000307078	0.381	chr6:32170425-32170600	-	AGPAT1	ENST00000375107	-0.0	HNRNPK
chr17:6687529-6687666	-	SLC13A5	ENST00000433363	-0.168	chr20:25213263-25213406	+	ENTPD6	ENST00000376652	-0.01	HNRNPK
chr17:6707028-6707156	-	SLC13A5	ENST00000433363	-0.212	chr16:57750827-57750927	+	KATNB1	ENST00000379661	-0.01	HNRNPK
chr5:7873373-7873526	+	MTRR	ENST00000440940	0.238	chr2:222927017-222927189	+	ACSL3	ENST00000357430	-0.0	HNRNPK
chr6:30895404-30895514	+	DDR1	ENST00000376568	0.306	chr5:179596562-179596681	+	RUFY1	ENST00000319449	-0.01	HNRNPK
chr17:28400610-28400766	-	SLC46A1	ENST00000612814	-0.384	chr7:98993592-98993737	+	TRRAP	ENST00000359863	-0.02	HNRNPK
chr6:31356167-31356442	-	HLA-B	ENST00000412585	-0.23	chr6:31271073-31271348	-	HLA-C	ENST00000376228	-0.0	HNRNPK
chr17:7632752-7632959	+	SHBG	ENST00000380450	0.305	chr1:150498502-150498664	+	TARS2	ENST00000369064	-0.01	HNRNPK
chr17:38721878-38722227	+	MLLT6	ENST00000621332	0.229	chr6:33211158-33211547	+	RING1	ENST00000374656	0.01	HNRNPK
chr9:126808793-126808915	+	ZBTB43	ENST00000373464	-0.414	chr18:21560859-21560990	-	ESCO1	ENST00000269214	0.02	HNRNPK
chr17:41817058-41817203	+	FKBP10	ENST00000321562	-0.182	chr17:1769891-1770050	+	SERPINF1	ENST00000571360	-0.0	HNRNPK
chr6:125298714-125298816	-	HDDC2	ENST00000398153	-0.175	chr13:46082441-46082549	-	CPB2	ENST00000181383	0.0	HNRNPK
chr6:122801310-122801406	+	SMPDL3A	ENST00000368440	-0.337	chr2:32171287-32171373	+	SLC30A6	ENST00000282587	-0.01	HNRNPK
chr5:140496520-140497278	+	ANKHD1	ENST00000360839	-0.184	chr2:62948260-62949162	+	EHBP1	ENST00000431489	0.0	HNRNPK
chr17:75891813-75891878	-	TRIM65	ENST00000269383	0.372	chr15:75339264-75339344	+	COMMD4	ENST00000267935	-0.01	HNRNPK
chr10:44982521-44982663	+	RASSF4	ENST00000340258	-0.214	chr17:74762012-74762173	+	NHERF1	ENST00000262613	0.0	HNRNPK
chr10:44984022-44984113	+	RASSF4	ENST00000340258	-0.281	chr9:37429732-37429836	+	GRHPR	ENST00000318158	0.0	HNRNPK
chr6:13588331-13588464	+	SIRT5	ENST00000606117	-0.212	chr4:1935144-1935262	+	NSD2	ENST00000508803	0.01	HNRNPK
chr6:107587080-107587175	+	SOBP	ENST00000317357	0.273	chr3:31797755-31797841	-	OSBPL10	ENST00000428241	0.02	HNRNPK
chr11:13445024-13445181	-	BTBD10	ENST00000278174	-0.48	chr2:20801292-20801465	-	LDAH	ENST00000435420	-0.02	HNRNPK
chr6:10751133-10751234	+	TMEM14B	ENST00000379542	-0.165	chr11:117375708-117375791	+	CEP164	ENST00000278935	0.01	HNRNPK
chr6:13801288-13801389	-	MCUR1	ENST00000379170	-0.177	chr2:108483062-108483166	+	GCC2	ENST00000309863	0.01	HNRNPK
chr6:10724961-10725037	+	TMEM14C	ENST00000229563	-0.149	chr1:154589369-154589462	-	ADAR	ENST00000368474	0.0	HNRNPK
chr17:15651091-15651946	-	TRIM16	ENST00000649191	-0.242	chr1:46285362-46286499	-	LRRC41	ENST00000617190	-0.02	HNRNPK
chr5:178215276-178215430	-	PHYKPL	ENST00000308158	-0.331	chr20:35490637-35490804	+	CEP250	ENST00000397527	-0.01	HNRNPK
chr5:102974116-102974436	+	PAM	ENST00000438793	0.194	chr1:179865436-179865854	-	TOR1AIP2	ENST00000609928	0.02	HNRNPK
chr6:42880861-42880966	+	RPL7L1	ENST00000493763	0.114	chr4:7007524-7007625	+	TBC1D14	ENST00000439515	0.0	HNRNPK
chr6:41744397-41744514	-	PGC	ENST00000373025	0.181	chr6:30491537-30491653	+	HLA-E	ENST00000376630	-0.0	HNRNPK
chr6:7240438-7240602	+	RREB1	ENST00000379938	0.308	chr2:47790927-47791123	+	MSH6	ENST00000234420	0.01	HNRNPK
chr17:81957806-81957908	-	NOTUM	ENST00000409678	-0.145	chr2:119367403-119367528	+	DBI	ENST00000627093	-0.0	HNRNPK
chr4:99207446-99207581	-	ADH6	ENST00000394899	-0.209	chr2:233101-233229	-	SH3YL1	ENST00000356150	-0.02	HNRNPK
