exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr11:47326738-47326807	+	MADD	ENST00000349238	-0.246	chr7:102476181-102476270	-	POLR2J	ENST00000292614	0.0	HNRNPA1
chr14:21263667-21263829	-	HNRNPC	ENST00000554969	0.101	chr8:17874362-17874521	-	FGL1	ENST00000427924	-0.0	HNRNPA1
chr12:108564060-108564155	+	ISCU	ENST00000392807	-0.335	chr6:42885974-42886083	+	RPL7L1	ENST00000493763	0.01	HNRNPA1
chr11:85631145-85631316	+	TMEM126B	ENST00000393375	0.353	chr6:159780935-159781110	-	TCP1	ENST00000321394	0.0	HNRNPA1
chr17:67928959-67929120	+	BPTF	ENST00000582467	0.223	chr8:100712652-100712789	-	PABPC1	ENST00000318607	-0.0	HNRNPA1
chr16:57785464-57785666	-	KIFC3	ENST00000561524	-0.36	chr11:75477619-75477795	-	GDPD5	ENST00000336898	-0.01	HNRNPA1
chr11:117187892-117187954	+	SIDT2	ENST00000628876	0.15	chr1:150554566-150554634	+	ADAMTSL4	ENST00000674043	0.01	HNRNPA1
chr20:58898941-58899162	+	GNAS	ENST00000682803	0.139	chr16:46964611-46964807	-	DNAJA2	ENST00000317089	-0.0	HNRNPA1
chr4:435770-435879	-	ZNF721	ENST00000506646	0.356	chr20:35381918-35382025	-	UQCC1	ENST00000374385	-0.0	HNRNPA1
chr22:35263982-35264096	+	HMGXB4	ENST00000455359	-0.387	chr1:46280192-46280290	-	LRRC41	ENST00000617190	-0.01	HNRNPA1
chr4:82830937-82830975	-	SEC31A	ENST00000503937	0.382	chr2:227550059-227550106	+	AGFG1	ENST00000458212	0.01	HNRNPA1
chr9:83666350-83666394	-	UBQLN1	ENST00000526134	-0.345	chr2:134946101-134946146	+	CCNT2	ENST00000264157	-0.02	HNRNPA1
chr2:63842059-63842204	+	UGP2	ENST00000484142	-0.256	chr13:51451025-51451174	-	INTS6	ENST00000311234	-0.01	HNRNPA1
chr19:10106823-10107005	+	PPAN	ENST00000446223	-0.256	chr20:35279566-35279747	-	EIF6	ENST00000374450	-0.0	HNRNPA1
